"","FITXA_ID","TIPUS","AREA","ELEMENT","DETALL","DIA_DATA_ALTA","MES_DATA_ALTA","ANY_DATA_ALTA","DIA_DATA_TANCAMENT","MES_DATA_TANCAMENT","ANY_DATA_TANCAMENT","CODI_DISTRICTE","DISTRICTE","CODI_BARRI","BARRI","SECCIO_CENSAL","TIPUS_VIA","CARRER","NUMERO","COORDENADA_X","COORDENADA_Y","LATITUD","LONGITUD","SUPORT","CANALS_RESPOSTA"
"1",402809,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",14,12,2016,3,1,2017,3,"Sants-Montjuïc",11,"el Poble-sec",11,"Carrer","Murillo",5,30030078,80701866,NA,NA,"TELÈFON","IMMEDIATA"
"2",403226,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",23,12,2016,3,1,2017,6,"Gràcia",30,"la Salut",19,"Passatge","Garcia i Robles",19,28983882,84918237,NA,NA,"TELÈFON","NO VOL RESPOSTA"
"3",402859,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",23,12,2016,3,1,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",110,"Carrer","Rosselló",109,28983538,82331954,41.387391,2.149354,"MÒBIL","EMAIL"
"4",402784,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",2,1,2017,3,1,2017,1,"Ciutat Vella",1,"el Raval",18,"Carrer","Joaquín Costa",46,30314970,81806604,NA,NA,"TELÈFON","IMMEDIATA"
"5",402935,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",2,1,2017,3,1,2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",43,"Gran Via","Corts Catalanes",226,28387897,80365345,NA,NA,"TELÈFON","NO VOL RESPOSTA"
"6",403506,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",1,12,2016,4,1,2017,10,"Sant Martí",65,"el Clot",41,"Avinguda","Meridiana",68,32154036,84227040,NA,NA,"WEB","EMAIL"
"7",403428,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",9,12,2016,4,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"8",403591,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",22,12,2016,4,1,2017,7,"Horta-Guinardó",33,"el Baix Guinardó",2,"Carrer","Taxdirt",23,30393294,84725937,NA,NA,"TELÈFON","CARTA"
"9",403321,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",29,12,2016,4,1,2017,3,"Sants-Montjuïc",11,"el Poble-sec",24,"Plaça","Espanya",3,28903720,80823578,NA,NA,"WEB","EMAIL"
"10",403679,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",29,12,2016,5,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"11",403687,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",2,1,2017,5,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"12",403700,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",3,1,2017,5,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"13",404025,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",4,1,2017,6,1,2017,9,"Sant Andreu",61,"la Sagrera",65,"Carrer","Felip II",82,32213487,85905072,NA,NA,"TELÈFON","IMMEDIATA"
"14",404092,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",15,12,2016,7,1,2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",55,"Carrer","Arquitecte Sert",18,33106270,82722534,NA,NA,"TELÈFON","EMAIL"
"15",404205,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",30,11,2016,9,1,2017,2,"Eixample",10,"Sant Antoni",158,"Carrer","Calàbria",66,29596580,81311343,NA,NA,"WEB","EMAIL"
"16",404212,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",15,12,2016,9,1,2017,2,"Eixample",5,"el Fort Pienc",8,"Gran Via","Corts Catalanes",736,31454829,83367708,NA,NA,"WEB","EMAIL"
"17",404522,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",16,12,2016,9,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"MÒBIL","EMAIL"
"18",404376,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",16,12,2016,9,1,2017,2,"Eixample",7,"la Dreta de l'Eixample",56,"Carrer","Provença",370,30633586,83728574,NA,NA,"TELÈFON","CARTA"
"19",404225,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",16,12,2016,9,1,2017,2,"Eixample",7,"la Dreta de l'Eixample",81,"Rambla","Catalunya",90,29945700,82943350,NA,NA,"WEB","EMAIL"
"20",404502,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",29,12,2016,9,1,2017,10,"Sant Martí",72,"Sant Martí de Provençals",105,"Gran Via","Corts Catalanes",1005,33164532,85148502,NA,NA,"WEB","EMAIL"
"21",404244,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",31,12,2016,9,1,2017,10,"Sant Martí",68,"el Poblenou",59,"Carrer","Perelló",78,33642852,83405642,NA,NA,"WEB","EMAIL"
"22",404247,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",3,1,2017,9,1,2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",37,"Carrer","Maria Barrientos",16,27172521,81579278,NA,NA,"WEB","EMAIL"
"23",404251,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",4,1,2017,9,1,2017,2,"Eixample",7,"la Dreta de l'Eixample",79,"Rambla","Catalunya",18,30435572,82460341,NA,NA,"WEB","EMAIL"
"24",404137,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",4,1,2017,9,1,2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89,"Carrer","Mallorca",222,29821134,82746700,NA,NA,"WEB","NO VOL RESPOSTA"
"25",405021,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,12,2016,10,1,2017,6,"Gràcia",31,"la Vila de Gràcia",45,"Passeig","Gràcia",112,29825760,83374372,NA,NA,"WEB","EMAIL"
"26",405055,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",11,12,2016,10,1,2017,6,"Gràcia",31,"la Vila de Gràcia",57,"Carrer","Perill",16,30002361,83639385,NA,NA,"WEB","IMMEDIATA"
"27",404836,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",16,12,2016,10,1,2017,2,"Eixample",7,"la Dreta de l'Eixample",57,"Carrer","Rosselló",294,30434654,83714692,NA,NA,"TELÈFON","CARTA"
"28",405546,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",30,12,2016,10,1,2017,7,"Horta-Guinardó",33,"el Baix Guinardó",3,"Carrer","Marina",327,30693632,84580316,NA,NA,"TELÈFON","EMAIL"
"29",405918,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",15,12,2016,11,1,2017,1,"Ciutat Vella",2,"el Barri Gòtic",27,"Plaça","Sant Jaume",1,31292987,81751749,NA,NA,"TELÈFON","EMAIL"
"30",405970,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",23,12,2016,11,1,2017,7,"Horta-Guinardó",33,"el Baix Guinardó",2,"Carrer","Alcalde de Móstoles",1,30476928,84810504,NA,NA,"WEB","EMAIL"
"31",405901,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",23,12,2016,11,1,2017,1,"Ciutat Vella",2,"el Barri Gòtic",23,"Plaça","Peixos",1,31090110,82104214,NA,NA,"TELÈFON","EMAIL"
"32",405885,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",28,12,2016,11,1,2017,2,"Eixample",7,"la Dreta de l'Eixample",61,"Avinguda","Diagonal",311,30948348,83654024,NA,NA,"TELÈFON","SMS"
"33",406075,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",9,1,2017,11,1,2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",78,"Passeig","Garcia Fària",24,34247514,83901051,NA,NA,"ALTRES SUPORTS","EMAIL"
"34",405803,"CONSULTA","Mobilitat","A peu o en bicicleta","Associacions i entitats",9,1,2017,11,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"35",406453,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",27,12,2016,12,1,2017,9,"Sant Andreu",63,"Navas",88,"Carrer","Las Navas de Tolosa",312,31977604,85564459,NA,NA,"WEB","EMAIL"
"36",406487,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",28,12,2016,12,1,2017,4,"Les Corts",19,"les Corts",16,"Carrer","Taquígraf Serra",18,28185568,82217574,NA,NA,"WEB","EMAIL"
"37",406501,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",30,12,2016,12,1,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",149,"Gran Via","Corts Catalanes",403,29130326,81174274,NA,NA,"WEB","EMAIL"
"38",406340,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",30,12,2016,12,1,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",146,"Gran Via","Corts Catalanes",445,29321352,81358272,NA,NA,"WEB","EMAIL"
"39",406513,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",2,1,2017,12,1,2017,2,"Eixample",7,"la Dreta de l'Eixample",74,"Ronda","Sant Pere",55,31482461,82762296,NA,NA,"WEB","EMAIL"
"40",406374,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",3,1,2017,12,1,2017,2,"Eixample",6,"la Sagrada Família",47,"Carrer","Marina",312,30948472,84355423,NA,NA,"WEB","EMAIL"
"41",406526,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",5,1,2017,12,1,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",146,"Gran Via","Corts Catalanes",443,29315070,81345834,NA,NA,"TELÈFON","EMAIL"
"42",406622,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",6,1,2017,12,1,2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",23,"Carrer","Degà Bahí",38,31930670,84975856,NA,NA,"WEB","EMAIL"
"43",407123,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",12,1,2017,12,1,2017,4,"Les Corts",19,"les Corts",25,"Carrer","Numància",131,27749104,82306430,NA,NA,"TELÈFON","IMMEDIATA"
"44",407408,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",19,12,2016,13,1,2017,4,"Les Corts",21,"Pedralbes",53,"Avinguda","Diagonal",694,25819555,82083330,NA,NA,"TELÈFON","EMAIL"
"45",407670,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",2,1,2017,13,1,2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",19,"Carrer","Pardo",66,31801432,87005854,NA,NA,"TELÈFON","IMMEDIATA"
"46",407505,"CONSULTA","Mobilitat","A peu o en bicicleta","Combinació bicicleta amb transport públic",12,1,2017,13,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"47",407724,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",13,1,2017,13,1,2017,4,"Les Corts",19,"les Corts",25,"Carrer","Numància",129,27754028,82299680,NA,NA,"TELÈFON","IMMEDIATA"
"48",407857,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",13,1,2017,14,1,2017,7,"Horta-Guinardó",33,"el Baix Guinardó",17,"Carrer","Camèlies",50,30119762,85139256,NA,NA,"TELÈFON","IMMEDIATA"
"49",407856,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",14,1,2017,14,1,2017,7,"Horta-Guinardó",34,"Can Baró",20,"Carrer","Vallseca",36,30161470,85409040,NA,NA,"TELÈFON","IMMEDIATA"
"50",408344,"CONSULTA","Mobilitat","A peu o en bicicleta","Zones de vianants i carrils bici",13,1,2017,16,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"51",408044,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",13,1,2017,16,1,2017,1,"Ciutat Vella",2,"el Barri Gòtic",26,"Plaça","Antonio López",1,31647696,81639546,NA,NA,"WEB","EMAIL"
"52",407944,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",13,1,2017,16,1,2017,1,"Ciutat Vella",1,"el Raval",14,"Carrer","Peu de la Creu",21,30429842,81593311,NA,NA,"TELÈFON","IMMEDIATA"
"53",408967,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",21,12,2016,17,1,2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",14,"Carrer","Cardenal Vives i Tutó",41,26690744,83173002,NA,NA,"TELÈFON","IMMEDIATA"
"54",408935,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",12,1,2017,17,1,2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",95,"Carrer","Consell de Cent",202,29611666,81980434,NA,NA,"TELÈFON","EMAIL"
"55",408963,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",13,1,2017,17,1,2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",11,"Carrer","Cornet i Mas",12,26830246,83520332,NA,NA,"TELÈFON","IMMEDIATA"
"56",408655,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",16,1,2017,17,1,2017,1,"Ciutat Vella",1,"el Raval",14,"Carrer","Carme",84,30487547,81556283,NA,NA,"TELÈFON","IMMEDIATA"
"57",409296,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",31,12,2016,18,1,2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",108,"Carrer","París",117,28903340,82627213,41.390089,2.1485,"MÒBIL","EMAIL"
"58",409495,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",9,1,2017,18,1,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",42,"Carrer","Roc Boronat",134,32685375,84087897,NA,NA,"WEB","EMAIL"
"59",409498,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",11,1,2017,18,1,2017,10,"Sant Martí",73,"la Verneda i la Pau",139,"Carrer","Camp Arriassa",0,33569341,86305442,NA,NA,"TELÈFON","SMS"
"60",409501,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",13,1,2017,18,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"61",409316,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",14,1,2017,18,1,2017,2,"Eixample",10,"Sant Antoni",160,"Carrer","Comte Borrell",133,29667066,81591252,NA,NA,"WEB","IMMEDIATA"
"62",409428,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",18,1,2017,18,1,2017,10,"Sant Martí",71,"Provençals del Poblenou",101,"Carrer","Pere IV",291,33444659,84730290,NA,NA,"WEB","EMAIL"
"63",410256,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",12,12,2016,19,1,2017,2,"Eixample",7,"la Dreta de l'Eixample",83,"Passeig","Gràcia",107,29832519,83274666,NA,NA,"WEB","EMAIL"
"64",410334,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",23,12,2016,19,1,2017,6,"Gràcia",31,"la Vila de Gràcia",32,"Carrer","Rabassa",49,29630824,84669985,NA,NA,"WEB","EMAIL"
"65",410153,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",2,1,2017,19,1,2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",102,"Carrer","Provença",161,29429858,82580962,NA,NA,"WEB","EMAIL"
"66",410166,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",4,1,2017,19,1,2017,4,"Les Corts",19,"les Corts",35,"Carrer","Pobla de Lillet",6,27337790,81581734,NA,NA,"WEB","EMAIL"
"67",410198,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",18,1,2017,19,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"TELÈFON","EMAIL"
"68",410201,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",18,1,2017,19,1,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",42,"Plaça","Glòries Catalanes",37,32223279,83970111,NA,NA,"FULLS QUEIXES I SUGGERIMENTS","EMAIL"
"69",410203,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",18,1,2017,19,1,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",45,"Carrer","Wellington",86,32012752,82857402,NA,NA,"TELÈFON","EMAIL"
"70",410207,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",18,1,2017,19,1,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",110,"Carrer","Londres",36,28666888,82551260,NA,NA,"WEB","EMAIL"
"71",410211,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",18,1,2017,19,1,2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",22,"Carrer","Maria Auxiliadora",25,27268444,83138760,NA,NA,"WEB","EMAIL"
"72",410854,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",23,12,2016,20,1,2017,2,"Eixample",10,"Sant Antoni",164,"Gran Via","Corts Catalanes",590,30124325,82066564,NA,NA,"TELÈFON","EMAIL"
"73",410921,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",5,1,2017,20,1,2017,6,"Gràcia",31,"la Vila de Gràcia",41,"Avinguda","Príncep d'Astúries",14,29087734,83993450,NA,NA,"TELÈFON","IMMEDIATA"
"74",410711,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",8,1,2017,20,1,2017,1,"Ciutat Vella",3,"la Barceloneta",39,"Carrer","Escuder",8,32253892,81409330,41.379527,2.18878,"MÒBIL","EMAIL"
"75",410846,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",12,1,2017,20,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"76",410765,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",12,1,2017,20,1,2017,1,"Ciutat Vella",3,"la Barceloneta",36,"Passeig","Marítim de la Barceloneta",0,32803971,81839640,NA,NA,"TELÈFON","CARTA"
"77",411571,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",12,1,2017,23,1,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",146,"Gran Via","Corts Catalanes",445,29321352,81358272,NA,NA,"WEB","EMAIL"
"78",411521,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",12,1,2017,23,1,2017,2,"Eixample",6,"la Sagrada Família",22,"Carrer","Cartagena",182,31783771,84237000,NA,NA,"WEB","EMAIL"
"79",411838,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",18,1,2017,23,1,2017,3,"Sants-Montjuïc",18,"Sants",88,"Carrer","Galileu",151,27675737,81531366,NA,NA,"TELÈFON","IMMEDIATA"
"80",412290,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",23,12,2016,24,1,2017,2,"Eixample",7,"la Dreta de l'Eixample",71,"Carrer","Consell de Cent",350,30648057,82995048,NA,NA,"WEB","EMAIL"
"81",412338,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",1,1,2017,24,1,2017,4,"Les Corts",19,"les Corts",26,"Carrer","Taquígraf Garriga",30,27607645,82227539,NA,NA,"WEB","EMAIL"
"82",411913,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",13,1,2017,24,1,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",111,"Passatge","Sagristà",1,28625156,82364174,NA,NA,"WEB","EMAIL"
"83",412226,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",16,1,2017,24,1,2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla",40,"Plaça","Sarah Bernhardt",1,28177775,80143035,41.368013,2.140179,"MÒBIL","EMAIL"
"84",412081,"CONSULTA","Mobilitat","A peu o en bicicleta","Zones de vianants i carrils bici",21,1,2017,24,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"85",411963,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",22,1,2017,24,1,2017,4,"Les Corts",20,"la Maternitat i Sant Ramon",49,"Carrer","Adolf Florensa",2,26139806,81771558,NA,NA,"ALTRES SUPORTS","EMAIL"
"86",412053,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",23,1,2017,24,1,2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",34,"Carrer","Lleó XIII",18,27975184,85112064,NA,NA,"WEB","EMAIL"
"87",412816,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",20,11,2016,25,1,2017,6,"Gràcia",29,"el Coll",17,"Carrer","Móra d'Ebre",16,28878264,85474803,41.415826,2.147805,"MÒBIL","EMAIL"
"88",413064,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",20,12,2016,25,1,2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",67,"Carrer","Grassot",0,30432046,84164610,NA,NA,"WEB","EMAIL"
"89",412801,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",12,1,2017,25,1,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",118,"Carrer","Comte d'Urgell",123,29368026,82091368,NA,NA,"TELÈFON","EMAIL"
"90",412845,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",12,1,2017,25,1,2017,2,"Eixample",10,"Sant Antoni",173,"Avinguda","Paral·lel",140,29820290,80952220,NA,NA,"TELÈFON","CARTA"
"91",412713,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",20,1,2017,25,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"TELÈFON","EMAIL"
"92",412719,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",22,1,2017,25,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"93",412814,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",24,1,2017,25,1,2017,3,"Sants-Montjuïc",15,"Hostafrancs",48,"Carrer","Mallorca",1,28427280,81409668,NA,NA,"TELÈFON","EMAIL"
"94",412827,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",24,1,2017,25,1,2017,6,"Gràcia",31,"la Vila de Gràcia",56,"Carrer","Llibertat",41,30060098,83754494,NA,NA,"WEB","EMAIL"
"95",412677,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",25,1,2017,25,1,2017,1,"Ciutat Vella",1,"el Raval",8,"Carrer","Reina Amàlia",31,30456264,81140987,NA,NA,"TELÈFON","SMS"
"96",413277,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",4,1,2017,26,1,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",42,"Carrer","Roc Boronat",134,32685375,84087897,NA,NA,"WEB","EMAIL"
"97",413392,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",10,1,2017,26,1,2017,6,"Gràcia",30,"la Salut",25,"Travessera","Dalt",126,29801835,85024172,NA,NA,"WEB","EMAIL"
"98",413377,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",12,1,2017,26,1,2017,2,"Eixample",6,"la Sagrada Família",54,"Carrer","Sicília",328,30849414,84046050,NA,NA,"WEB","EMAIL"
"99",413387,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",13,1,2017,26,1,2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",80,"Carrer","Selva de Mar",18,34247169,84404478,NA,NA,"WEB","EMAIL"
"100",413357,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",22,1,2017,26,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"101",413129,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",23,1,2017,26,1,2017,2,"Eixample",7,"la Dreta de l'Eixample",69,"Carrer","Diputació",326,31020844,83172442,NA,NA,"TELÈFON","IMMEDIATA"
"102",413457,"INCIDENCIA","Mobilitat","Bicicletes","Registre bicicletes incidència tramitació",24,1,2017,26,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"TELÈFON","EMAIL"
"103",413299,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",25,1,2017,26,1,2017,4,"Les Corts",21,"Pedralbes",52,"Carrer","Doctor Ferran",25,26884199,82581448,NA,NA,"TELÈFON","EMAIL"
"104",413740,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",25,1,2017,26,1,2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",5,"Carrer","Freser",57,31705850,85270470,NA,NA,"TELÈFON","IMMEDIATA"
"105",413893,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",14,1,2017,27,1,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",42,"Carrer","Bolívia",71,32552002,84094272,41.403927,2.19185,"MÒBIL","SMS"
"106",413744,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",18,1,2017,27,1,2017,9,"Sant Andreu",60,"Sant Andreu",51,"Carrer","Llenguadoc",38,32242806,87126084,NA,NA,"TELÈFON","IMMEDIATA"
"107",413746,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",25,1,2017,27,1,2017,2,"Eixample",5,"el Fort Pienc",5,"Carrer","Casp",146,31511195,83236263,NA,NA,"TELÈFON","IMMEDIATA"
"108",414043,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",25,1,2017,27,1,2017,2,"Eixample",6,"la Sagrada Família",29,"Carrer","València",528,31649844,84335794,NA,NA,"TELÈFON","EMAIL"
"109",413889,"CONSULTA","Mobilitat","A peu o en bicicleta","Registre de bicicletes",26,1,2017,27,1,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"110",413819,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",26,1,2017,27,1,2017,7,"Horta-Guinardó",43,"Horta",107,"Carrer","Rectoria",31,29922908,87524191,NA,NA,"WEB","EMAIL"
