"","FITXA_ID","TIPUS","AREA","ELEMENT","DETALL","DIA_DATA_ALTA","MES_DATA_ALTA","ANY_DATA_ALTA","DIA_DATA_TANCAMENT","MES_DATA_TANCAMENT","ANY_DATA_TANCAMENT","CODI_DISTRICTE","DISTRICTE","CODI_BARRI","BARRI","SECCIO_CENSAL","TIPUS_VIA","CARRER","NUMERO","COORDENADA_X","COORDENADA_Y","LATITUD","LONGITUD","SUPORT","CANALS_RESPOSTA"
"1070",503740,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",24,7,2017,4,8,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",137,"Carrer","València",90,29027471,81780910,41.38258,2.15006,"TELÈFON","NO VOL RESPOSTA"
"1071",503675,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",31,7,2017,4,8,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"1072",504140,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",7,7,2017,7,8,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",42,"Carrer","Ciutat de Granada",136,32586755,83998312,41.40285,2.19238,"WEB","EMAIL"
"1073",504617,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",13,7,2017,7,8,2017,7,"Horta-Guinardó",43,"Horta",115,"Carrer","Feliu i Codina",11,29943388,87311052,41.43247,2.16037,"TELÈFON","NO VOL RESPOSTA"
"1074",504621,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",14,7,2017,7,8,2017,6,"Gràcia",30,"la Salut",21,"Travessera","Dalt",55,29415949,84757978,41.40942,2.15436,"WEB","EMAIL"
"1075",504589,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",15,7,2017,7,8,2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",52,"Jardins","Creu Casas",0,32712321,82987598,41.39376,2.19399,"TELÈFON","EMAIL"
"1076",504620,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",17,7,2017,7,8,2017,4,"Les Corts",21,"Pedralbes",55,"Carrer","Marquès de Mulhacén",41,26171272,83018903,41.39347,2.11575,"WEB","EMAIL"
"1077",504664,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",17,7,2017,7,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",78,"Carrer","Consell de Cent",0,30410875,82763537,41.39155,2.16649,"INSTÀNCIA","EMAIL"
"1078",504037,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",19,7,2017,7,8,2017,1,"Ciutat Vella",2,"el Barri Gòtic",27,"Carrer","Templers",6,31354352,81640046,41.38151,2.1779,"MÒBIL","EMAIL"
"1079",504628,"CONSULTA","Mobilitat","A peu o en bicicleta","Registre de bicicletes",27,7,2017,7,8,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"1080",505272,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",3,7,2017,8,8,2017,2,"Eixample",5,"el Fort Pienc",5,"Carrer","Casp",118,31408519,83135767,41.39499,2.17838,"TELÈFON","EMAIL"
"1081",505283,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",3,7,2017,8,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",63,"Carrer","Roger de Llúria",102,30306198,83267778,41.39608,2.16518,"INSTÀNCIA","EMAIL"
"1082",505305,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",5,7,2017,8,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",56,"Passeig","Sant Joan",0,30678774,83667472,41.39971,2.16959,"TELÈFON","EMAIL"
"1083",505306,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",6,7,2017,8,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",56,"Passeig","Sant Joan",114,30634617,83711909,41.40011,2.16906,"WEB","EMAIL"
"1084",505274,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",6,7,2017,8,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",82,"Carrer","Pau Claris",175,30079194,83272756,41.39611,2.16247,"TELÈFON","EMAIL"
"1085",504872,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",7,7,2017,8,8,2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",13,"Carrer","Monterols",28,26608572,83334428,41.39635,2.12095,"TELÈFON","NO VOL RESPOSTA"
"1086",504889,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",19,7,2017,8,8,2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",4,"Carrer","Trinxant",112,31836290,85522651,41.41652,2.18323,"TELÈFON","EMAIL"
"1087",504842,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",20,7,2017,8,8,2017,10,"Sant Martí",72,"Sant Martí de Provençals",108,"Carrer","Concili de Trento",116,32942920,85278439,41.41441,2.1965,"WEB","EMAIL"
"1088",504845,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",30,7,2017,8,8,2017,6,"Gràcia",31,"la Vila de Gràcia",31,"Carrer","Providència",55,29674174,84491428,41.40705,2.15748,"WEB","EMAIL"
"1089",504853,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",31,7,2017,8,8,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",42,"Carrer","Roc Boronat",142,32631734,84142425,41.40416,2.1929,"WEB","EMAIL"
"1090",504894,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",31,7,2017,8,8,2017,1,"Ciutat Vella",2,"el Barri Gòtic",26,"Carrer","Fusteria",1,31613730,81628462,41.38143,2.18101,"WEB","EMAIL"
"1091",505279,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",4,8,2017,8,8,2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",91,"Carrer","Balmes",23,30230435,82354106,41.38784,2.16438,"TELÈFON","EMAIL"
"1092",504860,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",6,8,2017,8,8,2017,6,"Gràcia",30,"la Salut",21,"Travessera","Dalt",25,29250249,84681565,41.40872,2.15239,"WEB","EMAIL"
"1093",504865,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,8,2017,8,8,2017,7,"Horta-Guinardó",33,"el Baix Guinardó",14,"Ronda","Guinardó",81,30757014,85242761,41.41391,2.17035,"WEB","EMAIL"
"1094",504870,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",7,8,2017,8,8,2017,4,"Les Corts",21,"Pedralbes",53,"Avinguda","Diagonal",688,26095234,82152721,41.38566,2.11495,"WEB","EMAIL"
"1095",505527,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",5,7,2017,9,8,2017,3,"Sants-Montjuïc",11,"el Poble-sec",14,"Carrer","Poeta Cabanyes",38,30262442,80737018,41.37328,2.16495,"TELÈFON","IMMEDIATA"
"1096",505574,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",18,7,2017,9,8,2017,9,"Sant Andreu",63,"Navas",85,"Passeig","Maragall",0,31640585,85661851,41.41776,2.18087,"INSTÀNCIA","EMAIL"
"1097",505671,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",20,7,2017,9,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",67,"Carrer","Diputació",367,31120348,83299812,41.39644,2.17492,"TELÈFON","EMAIL"
"1098",505673,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",1,8,2017,9,8,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",142,"Carrer","Rocafort",98,29219394,81506252,41.38012,2.15239,"MÒBIL","EMAIL"
"1099",505677,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",2,8,2017,9,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",77,"Carrer","Pau Claris",84,30784685,82581964,41.38995,2.17098,"TELÈFON","EMAIL"
"1100",505680,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",2,8,2017,9,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",70,"Carrer","Aragó",326,30666856,83193637,41.39544,2.1695,"WEB","EMAIL"
"1101",505505,"CONSULTA","Mobilitat","A peu o en bicicleta","Zones de vianants i carrils bici",3,8,2017,9,8,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"1102",506124,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",18,7,2017,10,8,2017,7,"Horta-Guinardó",41,"la Vall d'Hebron",98,"Carrer","Maternitat d'Elna",14,29262258,87580151,41.43483,2.15219,"WEB","EMAIL"
"1103",506393,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",19,7,2017,10,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",56,"Plaça","Mossèn Jacint Verdaguer",0,30706295,83602454,41.39913,2.16993,"WEB","EMAIL"
"1104",506408,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",24,7,2017,10,8,2017,10,"Sant Martí",72,"Sant Martí de Provençals",110,"Rambla","Guipúscoa",36,32829426,85302573,41.41462,2.19514,"INSTÀNCIA","CARTA"
"1105",506412,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",26,7,2017,10,8,2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",77,"Carrer","Bac de Roda",30,33971268,84103772,41.40392,2.20893,"TELÈFON","EMAIL"
"1106",506409,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",28,7,2017,10,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",77,"Rambla","Catalunya",10,30522404,82372991,41.38804,2.16787,"TELÈFON","EMAIL"
"1107",505914,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",1,8,2017,10,8,2017,3,"Sants-Montjuïc",11,"el Poble-sec",9,"Carrer","Concòrdia",12,29923926,80852532,41.37429,2.16089,"MÒBIL","EMAIL"
"1108",506399,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",7,8,2017,10,8,2017,8,"Nou Barris",46,"el Turó de la Peira",47,"Carrer","Travau",59,30483618,87204165,41.43155,2.16685,"TELÈFON","IMMEDIATA"
"1109",506407,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",8,8,2017,10,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",77,"Carrer","Pau Claris",82,30825619,82540878,41.38958,2.17148,"WEB","EMAIL"
"1110",506539,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",18,7,2017,11,8,2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",108,"Carrer","Villarroel",231,28938768,82718198,41.39101,2.14889,"WEB","EMAIL"
"1111",507054,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",18,7,2017,11,8,2017,3,"Sants-Montjuïc",18,"Sants",102,"Carrer","Almeria",30,28051397,80704830,41.3728,2.13852,"TELÈFON","IMMEDIATA"
"1112",506626,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",20,7,2017,11,8,2017,1,"Ciutat Vella",3,"la Barceloneta",42,"Passeig","Joan Borbó Comte Barcelona",1,32111112,81656546,41.38172,2.18695,"WEB","EMAIL"
"1113",506719,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",28,7,2017,11,8,2017,2,"Eixample",6,"la Sagrada Família",40,"Carrer","Cartagena",314,31159453,84877240,41.41065,2.1752,"WEB","EMAIL"
"1114",506736,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",31,7,2017,11,8,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",125,"Carrer","París",50,28494716,82195288,41.38626,2.14364,"TELÈFON","EMAIL"
"1115",506762,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",2,8,2017,11,8,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",50,"Carrer","Sardenya",80,32243176,82811205,41.39213,2.1884,"WEB","EMAIL"
"1116",506560,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",9,8,2017,11,8,2017,3,"Sants-Montjuïc",11,"el Poble-sec",14,"Carrer","Elkano",18,30255456,80668363,41.37266,2.16487,"TELÈFON","IMMEDIATA"
"1117",507493,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",8,7,2017,14,8,2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",68,"Avinguda","Diagonal",490,29433984,83219954,41.39557,2.15475,"WEB","EMAIL"
"1118",507525,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",26,7,2017,14,8,2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",90,"Carrer","Ferran Puig",35,28664388,84685552,41.40871,2.14538,"WEB","EMAIL"
"1119",507249,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",2,8,2017,14,8,2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",23,"Carrer","Degà Bahí",47,31931186,85003925,41.41186,2.18442,"WEB","EMAIL"
"1120",507271,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",3,8,2017,14,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",62,"Avinguda","Diagonal",333,30649234,83556618,41.39871,2.16925,"WEB","EMAIL"
"1121",507357,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",4,8,2017,14,8,2017,2,"Eixample",10,"Sant Antoni",160,"Gran Via","Corts Catalanes",500,29628983,81581004,41.38083,2.15728,"WEB","EMAIL"
"1122",507410,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",5,8,2017,14,8,2017,2,"Eixample",10,"Sant Antoni",154,"Carrer","Floridablanca",1,29376250,80989357,41.37548,2.15432,"WEB","EMAIL"
"1123",507429,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",10,8,2017,14,8,2017,7,"Horta-Guinardó",35,"el Guinardó",47,"Avinguda","Mare de Déu de Montserrat",261,31226187,86381837,41.42421,2.17583,"TELÈFON","EMAIL"
"1124",507814,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",12,7,2017,16,8,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",139,"Carrer","Comte d'Urgell",95,29512160,81933206,41.38399,2.15584,"TELÈFON","CARTA"
"1125",508154,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",21,7,2017,16,8,2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",80,"Avinguda","Diagonal",1,34783312,84879638,41.41097,2.21856,"TELÈFON","EMAIL"
"1126",508010,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",2,8,2017,16,8,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"1127",508031,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",8,8,2017,16,8,2017,5,"Sarrià-Sant Gervasi",23,"Sarrià",9,"Carrer","Mimoses",8,26515220,83692144,41.39957,2.11979,"TELÈFON","IMMEDIATA"
"1128",508135,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",8,8,2017,16,8,2017,7,"Horta-Guinardó",38,"la Teixonera",86,"Carrer","Fastenrath",50,28637720,86139858,41.4218,2.14489,"TELÈFON","IMMEDIATA"
"1129",509162,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",5,7,2017,18,8,2017,3,"Sants-Montjuïc",18,"Sants",101,"Carrer","Rossend Arús",42,27995125,80642556,41.37223,2.13785,"MÒBIL","EMAIL"
"1130",510484,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",8,8,2017,23,8,2017,10,"Sant Martí",68,"el Poblenou",57,"Carrer","Doctor Trueta",194,33420952,83413956,41.39766,2.20242,"MÒBIL","EMAIL"
"1131",510483,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",9,8,2017,23,8,2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",55,"Avinguda","Icària",142,32897094,82597332,41.39026,2.19625,"MÒBIL","SMS"
"1132",510933,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",17,8,2017,23,8,2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",100,"Carrer","Comte d'Urgell",162,29289752,82209638,41.38646,2.15315,"TELÈFON","EMAIL"
"1133",510934,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",17,8,2017,23,8,2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample",118,"Carrer","Comte d'Urgell",139,29231127,82220279,41.38655,2.15244,"WEB","EMAIL"
"1134",511350,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",9,8,2017,24,8,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",43,"Carrer","Pamplona",122,32207848,83618748,41.3994,2.18789,"MÒBIL","EMAIL"
"1135",511581,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",21,8,2017,24,8,2017,3,"Sants-Montjuïc",18,"Sants",94,"Carrer","Sants",0,27442105,81021682,41.3756,2.13119,"TELÈFON","CARTA"
"1136",511853,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",24,8,2017,25,8,2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",59,"Plaça","Francesc Macià",1,28611797,82960412,41.39316,2.14495,"TELÈFON","NO VOL RESPOSTA"
"1137",512445,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici pintura / senyalització",1,6,2017,28,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",57,"Avinguda","Diagonal",376,30637368,83606651,41.39916,2.1691,"MÒBIL","EMAIL"
"1138",512407,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",10,7,2017,28,8,2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",42,"Avinguda","Diagonal",280,32302590,84136261,41.40407,2.18896,"INSTÀNCIA","EMAIL"
"1139",512323,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",24,7,2017,28,8,2017,2,"Eixample",5,"el Fort Pienc",18,"Carrer","Aragó",410,31099303,83607792,41.39921,2.17463,"WEB","EMAIL"
"1140",512619,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",4,8,2017,28,8,2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",22,"Carrer","Freser",144,31701221,85206246,41.41366,2.18165,"MÒBIL","EMAIL"
"1141",513483,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",9,8,2017,29,8,2017,4,"Les Corts",19,"les Corts",15,"Carrer","Montnegre",8,28034460,82238043,41.38661,2.13813,"MÒBIL","EMAIL"
"1142",513321,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",13,8,2017,29,8,2017,8,"Nou Barris",50,"les Roquetes",65,"Carrer","Antonio Machado",43,30832609,88649976,41.4446,2.17086,"MÒBIL","SMS"
"1143",513334,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",24,8,2017,29,8,2017,3,"Sants-Montjuïc",13,"la Marina de Port",29,"Carrer","Energia",2,27898621,79046682,41.35785,2.13689,"TELÈFON","EMAIL"
"1144",514129,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici pintura / senyalització",16,8,2017,30,8,2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",67,"Avinguda","Diagonal",538,29167363,83133089,41.39477,2.15157,"MÒBIL","SMS"
"1145",513825,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",25,8,2017,30,8,2017,1,"Ciutat Vella",2,"el Barri Gòtic",23,"Avinguda","Portal de l'Àngel",32,30902263,82170973,41.38625,2.17244,"TELÈFON","IMMEDIATA"
"1146",514011,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",28,8,2017,30,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",79,"Carrer","Diputació",249,30279278,82476566,41.38895,2.16495,"MÒBIL","EMAIL"
"1147",514160,"CONSULTA","Mobilitat","A peu o en bicicleta","Zones de vianants i carrils bici",28,8,2017,30,8,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"1148",514436,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",3,8,2017,31,8,2017,2,"Eixample",6,"la Sagrada Família",54,"Carrer","Sardenya",0,30957136,84091508,41.40356,2.17287,"TELÈFON","EMAIL"
"1149",514530,"SUGGERIMENT","Mobilitat","Bicicletes","Servei bicing estació nova / canvi de lloc",6,8,2017,31,8,2017,2,"Eixample",7,"la Dreta de l'Eixample",79,"Carrer","Aragó",252,30109803,82647344,41.39048,2.1629,"WEB","EMAIL"
"1150",514599,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",9,8,2017,31,8,2017,8,"Nou Barris",55,"Ciutat Meridiana",115,"Carrer","Costabona",43,31517768,90691092,41.46304,2.17883,"TELÈFON","IMMEDIATA"
"1151",514383,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",25,8,2017,31,8,2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",17,"Carrer","València",575,31889253,84612006,41.40832,2.18396,"TELÈFON","NO VOL RESPOSTA"
"1152",514601,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",29,8,2017,31,8,2017,10,"Sant Martí",68,"el Poblenou",74,"Carrer","Pujades",247,33585774,84178830,41.40456,2.20431,"MÒBIL","EMAIL"
"1153",514542,"INCIDENCIA","Mobilitat","Bicicletes","Servei bicing incidències",30,8,2017,31,8,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"TELÈFON","EMAIL"
"1154",514872,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",5,8,2017,1,9,2017,8,"Nou Barris",50,"les Roquetes",74,"Via","Favència",241,31511832,88833540,41.44631,2.17897,"TELÈFON","NO VOL RESPOSTA"
"1155",515230,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",17,8,2017,1,9,2017,3,"Sants-Montjuïc",18,"Sants",92,"Carrer","Joan Güell",75,27602686,81403539,41.37905,2.13307,"MÒBIL","SMS"
"1156",514950,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",17,8,2017,1,9,2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",92,"Carrer","Diputació",210,29975614,82148816,41.38597,2.16136,"INSTÀNCIA","EMAIL"
"1157",515058,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",18,8,2017,1,9,2017,1,"Ciutat Vella",2,"el Barri Gòtic",22,"Plaça","Vila de Madrid",1,30905866,81975648,41.38449,2.1725,"TELÈFON","EMAIL"
"1158",514967,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",19,8,2017,1,9,2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",108,"Avinguda","Diagonal",477,28672243,82917794,41.39279,2.14568,"TELÈFON","NO VOL RESPOSTA"
"1159",515078,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici incidències",22,8,2017,1,9,2017,6,"Gràcia",31,"la Vila de Gràcia",44,"Avinguda","Diagonal",446,29758726,83325456,41.39655,2.15863,"WEB","EMAIL"
"1160",515112,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici pintura / senyalització",22,8,2017,1,9,2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",67,"Avinguda","Diagonal",538,29167363,83133089,41.39477,2.15157,"WEB","EMAIL"
"1161",515208,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",27,8,2017,1,9,2017,8,"Nou Barris",46,"el Turó de la Peira",47,"Carrer","Travau",59,30483618,87204165,41.43155,2.16685,"TELÈFON","IMMEDIATA"
"1162",515153,"CONSULTA","Mobilitat","A peu o en bicicleta","Aparcaments de bicicletes i punts de lloguer",28,8,2017,1,9,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"1163",515470,"QUEIXA","Mobilitat","Bicicletes","Bicicletes disciplina viària",14,8,2017,3,9,2017,3,"Sants-Montjuïc",18,"Sants",92,"Carrer","Tenor Masini",48,27502320,81214235,41.37734,2.13189,"WEB","EMAIL"
"1164",515788,"INCIDENCIA","Mobilitat","Bicicletes","Bicicleta abandonada",24,7,2017,4,9,2017,6,"Gràcia",31,"la Vila de Gràcia",63,"Carrer","Torrent de les Flors",38,29953935,84331508,41.40563,2.16084,"TELÈFON","IMMEDIATA"
"1165",515813,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",9,8,2017,4,9,2017,9,"Sant Andreu",61,"la Sagrera",63,"Carrer","Gran de la Sagrera",10,32530125,85651453,41.41774,2.19152,"WEB","EMAIL"
"1166",515821,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",9,8,2017,4,9,2017,8,"Nou Barris",52,"la Prosperitat",96,"Carrer","Formentera",2,31961739,88452188,41.44292,2.1844,"WEB","EMAIL"
"1167",515836,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",10,8,2017,4,9,2017,8,"Nou Barris",45,"Porta",20,"Avinguda","Rio de Janeiro",1,31778924,87071996,41.43047,2.18237,"WEB","EMAIL"
"1168",515841,"SUGGERIMENT","Mobilitat","Bicicletes","Aparcament bicicleta nou / canvi lloc",16,8,2017,4,9,2017,8,"Nou Barris",52,"la Prosperitat",94,"Avinguda","Rio de Janeiro",117,31967604,88351338,41.44201,2.18448,"TELÈFON","SMS"
"1169",515826,"CONSULTA","Mobilitat","A peu o en bicicleta","Zones de vianants i carrils bici",28,8,2017,4,9,2017,NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,"WEB","EMAIL"
"1170",515854,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",28,8,2017,4,9,2017,8,"Nou Barris",45,"Porta",20,"Avinguda","Rio de Janeiro",1,31778924,87071996,41.43047,2.18237,"WEB","EMAIL"
"1171",515865,"SUGGERIMENT","Mobilitat","Bicicletes","Carril bici nou / canvi lloc",28,8,2017,4,9,2017,8,"Nou Barris",52,"la Prosperitat",96,"Carrer","Formentera",2,31961739,88452188,41.44292,2.1844,"WEB","EMAIL"
"1172",515782,"INCIDENCIA","Mobilitat","Bicicletes","Aparcament bicicletes incidències",29,8,2017,4,9,2017,3,"Sants-Montjuïc",18,"Sants",99,"Carrer","Olzinelles",56,27912854,80619664,41.37202,2.13687,"MÒBIL","SMS"
"1173",515761,"INCIDENCIA","Mobilitat","Bicicletes","Carril bici pintura / senyalització",30,8,2017,4,9,2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",67,"Avinguda","Diagonal",514,29313048,83181225,41.39521,2.15331,"WEB","EMAIL"
