Codi_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,NK_Any,Mes_de_any,Nom_mes,Dia_de_mes,Hora_de_dia,Descripcio_causa_vianant,tipus de vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Coordenada_UTM_(X),Coordenada_UTM_(Y),Longitud,Latitud
2017S000006    ,1,Ciutat Vella,1,el Raval,352100,TALLERS                                           ,0004 0004,Diumenge,Dg,Laboral,2017,1,Gener,1,11,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430384,25","4582001,59",2.166257,41.38468
2017S000011    ,10,Sant MartÃ_,67,la Vila OlÃ_mpica del Poblenou,700662,Salvador Espriu,0073 0073,Diumenge,Dg,Laboral,2017,1,Gener,1,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"433205,10","4582713,55",2.199915,41.391332
2017S000022    ,5,SarriÃ -Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0031 0031,Diumenge,Dg,Laboral,2017,1,Gener,1,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"429371,43","4583435,83",2.153976,41.397507
2017S000067    ,3,Sants-MontjuÃ¯c,18,Sants,98005,DaoÃ_z i Velarde,0035 0037,Dimarts,Dm,Laboral,2017,1,Gener,3,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"427482,28","4580848,28",2.131691,41.374039
2017S000068    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,DiputaciÃ_,0070 0070,Dimarts,Dm,Laboral,2017,1,Gener,3,23,No Ã©s causa del  vianant,Bicicleta,Desconegut,ORBEA,Violeta,Desconegut,Desconegut,"429307,79","4581494,94",2.153437,41.38002
2017S000075    ,2,Eixample,9,la Nova Esquerra de l'Eixample,-1,CALÃ€BRIA / ValÃ¨ncia                               ,Desconegut,Dimecres,Dc,Laboral,2017,1,Gener,4,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre/Groc,Desconegut,Desconegut,429068.51,4581836.06,2.150545,41.383079
2017S000081    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,43502,Blesa,0007 0007,Dimecres,Dc,Laboral,2017,1,Gener,4,17,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"430557,92","4580601,62",2.168487,41.372086
2017S000091    ,3,Sants-MontjuÃ¯c,18,Sants,293000,Sagunt,0117 0117,Dimecres,Dc,Laboral,2017,1,Gener,4,19,Creuar per fora pas de vianants,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"427868,02","4580802,00",2.136312,41.373659
2017S000121    ,10,Sant MartÃ_,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0025 0025,Dijous,Dj,Laboral,2017,1,Gener,5,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432361,30","4582994,70",2.189789,41.393793
2017S000129    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0048 0050,Divendres,Dv,Laboral,2017,1,Gener,6,0,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429874,82","4582175,61",2.160138,41.386203
2017S000133    ,2,Eixample,7,la Dreta de l'Eixample,250904,Pelai,0031 0031,Divendres,Dv,Laboral,2017,1,Gener,6,12,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"430603,89","4582112,72",2.168864,41.385699
2017S000137    ,10,Sant MartÃ_,65,el Clot,60400,Canonge RodÃ_,0001S0001S,Divendres,Dv,Laboral,2017,1,Gener,6,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,DERBI,Verd,Desconegut,Desconegut,"432181,99","4584767,31",2.187438,41.409746
2017S000143    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0063 0063,Dissabte,Ds,Laboral,2017,1,Gener,7,4,No Ã©s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blau,Desconegut,Desconegut,"430890,20","4583377,03",2.172151,41.397117
2017S000155    ,1,Ciutat Vella,3,la Barceloneta,194202,Mar,0018 0018,Dissabte,Ds,Laboral,2017,1,Gener,7,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"432156,15","4581544,02",2.1875,41.380716
2017S000180    ,6,GrÃ cia,32,el Camp d'en Grassot i GrÃ cia Nova,286504,Roger de Flor,0306 0306,Dilluns,Dl,Laboral,2017,1,Gener,9,1,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"430366,92","4584158,39",2.165794,41.404106
2017S000246    ,10,Sant MartÃ_,69,Diagonal Mar i el Front MarÃ_tim del Poblenou,144601,Diagonal,0075 0075,Dimecres,Dc,Laboral,2017,1,Gener,11,7,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"433934,99","4584604,71",2.208428,41.408424
2017S000274    ,3,Sants-MontjuÃ¯c,15,Hostafrancs,56005,Callao,0006 0006,Dimecres,Dc,Laboral,2017,1,Gener,11,23,No Ã©s causa del  vianant,Bicicleta,AFX,CONOR,Blanc,Desconegut,Desconegut,"428477,53","4581027,43",2.143567,41.37574
2017S000274    ,3,Sants-MontjuÃ¯c,15,Hostafrancs,56005,Callao,0006 0006,Dimecres,Dc,Laboral,2017,1,Gener,11,23,No Ã©s causa del  vianant,Bicicleta,BFOLD 3,BTWIN,Negre,Desconegut,Desconegut,"428477,53","4581027,43",2.143567,41.37574
2017S000300    ,2,Eixample,10,Sant Antoni,361406,Viladomat,0100 0100,Dijous,Dj,Laboral,2017,1,Gener,12,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429676,17","4581423,34",2.157858,41.379413
2017S000300    ,2,Eixample,10,Sant Antoni,361406,Viladomat,0100 0100,Dijous,Dj,Laboral,2017,1,Gener,12,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"429676,17","4581423,34",2.157858,41.379413
2017S000326    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0399 0399,Divendres,Dv,Laboral,2017,1,Gener,13,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429111,77","4581146,81",2.151134,41.376868
2017S000339    ,5,SarriÃ -Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0033 0033,Divendres,Dv,Laboral,2017,1,Gener,13,17,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"429359,04","4583452,63",2.15383,41.397659
2017S000363    ,2,Eixample,7,la Dreta de l'Eixample,309406,Sant Pere,0044 0044,Dissabte,Ds,Laboral,2017,1,Gener,14,16,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431207,62","4582586,86",2.176033,41.39002
2017S000367    ,8,Nou Barris,46,el TurÃ_ de la Peira,218901,Montmajor,0014 0014,Dissabte,Ds,Laboral,2017,1,Gener,14,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430798,43","4587265,79",2.170606,41.432127
2017S000404    ,3,Sants-MontjuÃ¯c,18,Sants,243501,Panissars,0160 0160,Dilluns,Dl,Laboral,2017,1,Gener,16,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"427576,39","4581031,31",2.132793,41.375696
2017S000406    ,10,Sant MartÃ_,66,el Parc i la Llacuna del Poblenou,11200,AlmogÃ vers,0056 0056,Dilluns,Dl,Laboral,2017,1,Gener,16,11,No Ã©s causa del  vianant,Bicicleta,Desconegut,DERBI,Vermell,Desconegut,Desconegut,"431987,83","4582961,04",2.18532,41.393464
2017S000422    ,6,GrÃ cia,32,el Camp d'en Grassot i GrÃ cia Nova,268105,ProvidÃ¨ncia,0121 0121,Dilluns,Dl,Laboral,2017,1,Gener,16,16,Creuar per fora pas de vianants,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"430036,28","4584751,33",2.161778,41.409418
2017S000431    ,4,Les Corts,21,Pedralbes,62507,CapitÃ  Arenas,0012 0012,Dilluns,Dl,Laboral,2017,1,Gener,16,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"427079,18","4582547,89",2.126668,41.389305
2017S000457    ,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de LlÃºria,0067 0069,Dimarts,Dm,Laboral,2017,1,Gener,17,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430460,87","4583073,78",2.167043,41.394342
2017S000464    ,3,Sants-MontjuÃ¯c,18,Sants,207406,Melcior de Palau,0065 0067,Dimarts,Dm,Laboral,2017,1,Gener,17,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"427630,31","4581434,83",2.13339,41.37933
2017S000472    ,3,Sants-MontjuÃ¯c,18,Sants,97400,Dalmau,0020 0020,Dimarts,Dm,Laboral,2017,1,Gener,17,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"427907,25","4580749,07",2.136784,41.373185
2017S000486    ,2,Eixample,7,la Dreta de l'Eixample,86006,ConcepciÃ_,0007 0009,Dimecres,Dc,Laboral,2017,1,Gener,18,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429891,13","4583107,12",2.160234,41.394599
2017S000497    ,2,Eixample,6,la Sagrada FamÃ_lia,89004,Consell de Cent,0585 0585,Dimecres,Dc,Laboral,2017,1,Gener,18,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"431883,50","4584233,01",2.183933,41.404911
2017S000522    ,6,GrÃ cia,30,la Salut,176608,Larrard,0034 0034,Dijous,Dj,Laboral,2017,1,Gener,19,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,ORBEA,Desconegut,Desconegut,Desconegut,"429436,82","4585038,25",2.154566,41.411951
2017S000613    ,10,Sant MartÃ_,71,ProvenÃ§als del Poblenou,242906,Pallars,0445U0445U,Dilluns,Dl,Laboral,2017,1,Gener,23,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"434173,94","4584936,97",2.211251,41.411434
2017S000627    ,10,Sant MartÃ_,65,el Clot,1604,SÃ¨quia Comtal,0009 0009,Dimarts,Dm,Laboral,2017,1,Gener,24,8,Desobeir el senyal del semÃ for,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432196,14","4584595,07",2.187636,41.408198
2017S000645    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,CalÃ bria,0242 0244,Dimarts,Dm,Laboral,2017,1,Gener,24,17,Desobeir el senyal del semÃ for,Bicicleta,Desconegut,BICING,Blanc,B,Desconegut,"428735,01","4582192,28",2.146515,41.386256
2017S000655    ,10,Sant MartÃ_,65,el Clot,209004,Mercat,0005 0005,Dimecres,Dc,Laboral,2017,1,Gener,25,10,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"432261,37","4584506,08",2.188424,41.407402
2017S000665    ,2,Eixample,7,la Dreta de l'Eixample,86006,ConcepciÃ_,0007 0009,Dimecres,Dc,Laboral,2017,1,Gener,25,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429891,13","4583107,12",2.160234,41.394599
2017S000676    ,10,Sant MartÃ_,68,el Poblenou,71905,Castanys,0033 0033,Dijous,Dj,Laboral,2017,1,Gener,26,7,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"433593,80","4583785,78",2.204438,41.40102
2017S000679    ,10,Sant MartÃ_,68,el Poblenou,82504,Colomer,0016 0016,Dijous,Dj,Laboral,2017,1,Gener,26,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"433593,26","4584069,34",2.204407,41.403578
2017S000709    ,7,Horta-GuinardÃ_,40,Montbau,328207,Sorolla,0016 0016,Divendres,Dv,Laboral,2017,1,Gener,27,6,No Ã©s causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"428283,49","4587101,37",2.140527,41.430429
2017S000753    ,10,Sant MartÃ_,73,la Verneda i la Pau,700034,Via Trajana A,0003 0003,Dissabte,Ds,Laboral,2017,1,Gener,28,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,MONTY,Gris,Desconegut,Desconegut,"433411,75","4586906,61",2.201917,41.429115
2017S000764    ,1,Ciutat Vella,3,la Barceloneta,197903,MarÃ_tim de la Barceloneta,0009 0009,Diumenge,Dg,Laboral,2017,1,Gener,29,10,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"432582,81","4581468,79",2.192603,41.380067
2017S000793    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0023 0023,Dilluns,Dl,Laboral,2017,1,Gener,30,10,No Ã©s causa del  vianant,Bicicleta,BFOLD 3,BTWIN,Negre,Desconegut,Desconegut,"429955,65","4582252,89",2.161098,41.386903
2017S000794    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,86902,Nou de la Rambla,0196 0196,Dilluns,Dl,Laboral,2017,1,Gener,30,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430322,78","4580472,00",2.165692,41.370903
2017S000802    ,5,SarriÃ -Sant Gervasi,24,les Tres Torres,139805,Ganduxer,0117 0117,Dilluns,Dl,Laboral,2017,1,Gener,30,17,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"427554,10","4583920,99",2.132184,41.401714
2017S000818    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0397 0397,Dilluns,Dl,Laboral,2017,1,Gener,30,23,No Ã©s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"429606,08","4583221,92",2.156811,41.3956
2017S000820    ,10,Sant MartÃ_,67,la Vila OlÃ_mpica del Poblenou,197302,Marina,0056 0056,Dimarts,Dm,Laboral,2017,1,Gener,31,9,Creuar per fora pas de vianants,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432482,61","4582774,22",2.191261,41.391821
2017S000847    ,1,Ciutat Vella,1,el Raval,67307,RDA SANT ANTONI                                   ,0108 0108,Dimecres,Dc,Laboral,2017,2,Febrer,1,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"430414,08","4581484,37",2.166676,41.380026
2017S000871    ,10,Sant MartÃ_,65,el Clot,81603,Clot,0040 0040,Dimecres,Dc,Laboral,2017,2,Febrer,1,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432214,06","4584452,75",2.187868,41.406912
2017S000879    ,5,SarriÃ -Sant Gervasi,27,el Putxet i el FarrÃ_,159100,Hurtado,0032 0032,Dimecres,Dc,Laboral,2017,2,Febrer,1,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"428193,75","4585017,01",2.139697,41.411651
2017S000942    ,9,Sant Andreu,61,la Sagrera,246500,MossÃ¨n Juliana,0011 0011,Divendres,Dv,Laboral,2017,2,Febrer,3,17,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432399,84","4586253,52",2.189879,41.423149
2017S000951    ,2,Eixample,9,la Nova Esquerra de l'Eixample,89004,Consell de Cent,0073 0075,Dissabte,Ds,Laboral,2017,2,Febrer,4,12,Desobeir el senyal del semÃ for,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"428985,80","4581397,06",2.149598,41.379118
2017S000977    ,8,Nou Barris,47,Can Peguera,363004,Vila-seca,0066 0066,Diumenge,Dg,Laboral,2017,2,Febrer,5,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430438,86","4587549,06",2.166265,41.434654
2017S000982    ,10,Sant MartÃ_,69,Diagonal Mar i el Front MarÃ_tim del Poblenou,110009,Ramon TurrÃ_,0413 0413,Dilluns,Dl,Laboral,2017,2,Febrer,6,7,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"434383,83","4584536,55",2.213807,41.407849
2017S000989    ,4,Les Corts,21,Pedralbes,101700,Doctor Ferran,0049X0049X,Dilluns,Dl,Laboral,2017,2,Febrer,6,10,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"426836,82","4582678,07",2.123746,41.390462
2017S000995    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0080 0080,Dilluns,Dl,Laboral,2017,2,Febrer,6,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Rosa,Desconegut,Desconegut,"430829,41","4582537,03",2.171518,41.389546
2017S001000    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90502,CÃ_rsega,0237 0237,Dilluns,Dl,Laboral,2017,2,Febrer,6,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"429317,64","4582845,62",2.153399,41.392189
2017S001001    ,3,Sants-MontjuÃ¯c,17,Sants - Badal,30704,Badal,0004 0004,Dilluns,Dl,Laboral,2017,2,Febrer,6,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"427435,76","4580614,78",2.131157,41.371927
2017S001012    ,10,Sant MartÃ_,64,el Camp de l'Arpa del Clot,161101,IndependÃ¨ncia,0321 0321,Dimarts,Dm,Laboral,2017,2,Febrer,7,11,No Ã©s causa del  vianant,Bicicleta, ,Desconegut,Negre,B,1,"431667,54","4584712,26",2.181295,41.409207
2017S001038    ,6,GrÃ cia,31,la Vila de GrÃ cia,208001,Torrent de l'Olla,0037 0037,Dimecres,Dc,Laboral,2017,2,Febrer,8,8,Altres,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"429857,06","4583692,76",2.159759,41.399865
2017S001041    ,10,Sant MartÃ_,64,el Camp de l'Arpa del Clot,217104,Muntanya,0054 0054,Dimecres,Dc,Laboral,2017,2,Febrer,8,8,No Ã©s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"431993,81","4585008,31",2.185161,41.411901
2017S001094    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,190700,Malgrat,0062 0062B,Dijous,Dj,Laboral,2017,2,Febrer,9,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431574,22","4586941,33",2.17993,41.429275
2017S001100    ,2,Eixample,7,la Dreta de l'Eixample,71600,Casp,0024 0024,Dijous,Dj,Laboral,2017,2,Febrer,9,19,Desobeir el senyal del semÃ for,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430783,46","4582523,79",2.170969,41.389416
2017S001106    ,3,Sants-MontjuÃ¯c,15,Hostafrancs,246703,Rector TriadÃ_,0049 0049,Dijous,Dj,Laboral,2017,2,Febrer,9,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"428506,57","4581184,05",2.143895,41.377157
2017S001165    ,8,Nou Barris,56,Vallbona,236506,OristÃ ,0036C0036C,Dissabte,Ds,Laboral,2017,2,Febrer,11,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"432168,75","4591123,52",2.186568,41.466991
2017S001206    ,2,Eixample,7,la Dreta de l'Eixample,18505,AragÃ_,0355 0355,Dilluns,Dl,Laboral,2017,2,Febrer,13,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,B,Desconegut,"430837,11","4583405,08",2.171514,41.397365
2017S001228    ,2,Eixample,9,la Nova Esquerra de l'Eixample,362001,VilamarÃ_,0057 0057,Dimarts,Dm,Laboral,2017,2,Febrer,14,13,No Ã©s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Verd,Desconegut,Desconegut,"429085,21","4581230,17",2.150813,41.377622
2017S001230    ,2,Eixample,10,Sant Antoni,362001,VilamarÃ_,0009 0015,Dimarts,Dm,Laboral,2017,2,Febrer,14,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre/Groc,Desconegut,Desconegut,"429315,97","4580994,94",2.153591,41.375517
2017S001245    ,7,Horta-GuinardÃ_,36,la Font d'en Fargues,220404,Montserrat de Casanovas,0039 0045,Dimarts,Dm,Laboral,2017,2,Febrer,14,17,No Ã©s causa del  vianant,Bicicleta,Desconegut,BH,Blau,Desconegut,Desconegut,"430562,74","4586358,99",2.167886,41.423937
2017S001261    ,2,Eixample,6,la Sagrada FamÃ_lia,197302,Marina,0247 0247,Dimecres,Dc,Laboral,2017,2,Febrer,15,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"431212,34","4584050,71",2.175926,41.403206
2017S001278    ,10,Sant MartÃ_,66,el Parc i la Llacuna del Poblenou,186703,Llull,0011 0011,Dimecres,Dc,Laboral,2017,2,Febrer,15,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"432263,79","4582712,20",2.188649,41.391244
2017S001281    ,5,SarriÃ -Sant Gervasi,23,SarriÃ ,206505,Major de SarriÃ ,0216 0216,Dimecres,Dc,Laboral,2017,2,Febrer,15,17,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"426385,27","4584075,15",2.118182,41.403003
2017S001282    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,ParÃ_s,0123 0123,Dimecres,Dc,Laboral,2017,2,Febrer,15,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"428916,77","4582640,52",2.148627,41.390307
2017S001317    ,2,Eixample,5,el Fort Pienc,238400,Padilla,0142 0142,Dijous,Dj,Laboral,2017,2,Febrer,16,23,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431987,62","4583661,36",2.185241,41.399768
2017S001322    ,4,Les Corts,19,les Corts,255307,Piera,0021 0021,Divendres,Dv,Laboral,2017,2,Febrer,17,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"428141,00","4582280,14",2.139401,41.386996
2017S001375    ,1,Ciutat Vella,1,el Raval,78008,Cid,0012 0012,Dissabte,Ds,Laboral,2017,2,Febrer,18,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430997,43","4580968,30",2.173706,41.375429
2017S001388    ,10,Sant MartÃ_,70,el BesÃ_s i el Maresme,701602,Josep Pous i PagÃ¨s,0000 0000,Diumenge,Dg,Laboral,2017,2,Febrer,19,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"434820,93","4585058,41",2.218978,41.412586
2017S001409    ,2,Eixample,6,la Sagrada FamÃ_lia,68900,Cartagena,0211 0211,Dilluns,Dl,Laboral,2017,2,Febrer,20,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431619,01","4584374,43",2.180759,41.406159
2017S001419    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,86902,Nou de la Rambla,0158 0158,Dilluns,Dl,Laboral,2017,2,Febrer,20,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430430,70","4580609,47",2.166967,41.372147
2017S001436    ,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,0097 0097,Dimarts,Dm,Laboral,2017,2,Febrer,21,8,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"426780,94","4581441,31",2.123225,41.379316
2017S001448    ,10,Sant MartÃ_,66,el Parc i la Llacuna del Poblenou,148704,Ciutat de Granada,0119 0121,Dimarts,Dm,Laboral,2017,2,Febrer,21,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,BH,Verd,Desconegut,Desconegut,"432650,03","4583899,38",2.193145,41.401968
2017S001457    ,10,Sant MartÃ_,69,Diagonal Mar i el Front MarÃ_tim del Poblenou,701611,Llevant,0000 0000,Dimarts,Dm,Laboral,2017,2,Febrer,21,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,MBK,Blau,Desconegut,Desconegut,"434733,69","4584168,26",2.218034,41.404563
2017S001474    ,4,Les Corts,19,les Corts,255307,Piera,0019 0019,Dimecres,Dc,Laboral,2017,2,Febrer,22,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"428137,48","4582284,76",2.139352,41.387031
2017S001488    ,2,Eixample,7,la Dreta de l'Eixample,268003,ProvenÃ§a,0270 0272,Dijous,Dj,Laboral,2017,2,Febrer,23,1,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"429852,61","4582964,49",2.159784,41.393307
2017S001491    ,2,Eixample,10,Sant Antoni,87009,Comte Borrell,0058 0058,Dijous,Dj,Laboral,2017,2,Febrer,23,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"429920,74","4581362,06",2.160782,41.378884
2017S001511    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",700813,Doctor Aiguader,0005 0007,Dijous,Dj,Laboral,2017,2,Febrer,23,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"432053,73","4581756,05",2.186244,41.382616
2017S001559    ,3,Sants-MontjuÃ¯c,16,la Bordeta,155302,Ferreria,0005 0005,Divendres,Dv,Laboral,2017,2,Febrer,24,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"428201,02","4580737,67",2.140301,41.373104
2017S001566    ,3,Sants-MontjuÃ¯c,18,Sants,53506,CÃ ceres,0004 0004,Dissabte,Ds,Laboral,2017,2,Febrer,25,13,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"427634,68","4580956,80",2.133495,41.375025
2017S001574    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,ProvenÃ§a,0236 0236,Dissabte,Ds,Laboral,2017,2,Febrer,25,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"429673,67","4582788,64",2.157663,41.391706
2017S001594    ,1,Ciutat Vella,1,el Raval,277809,FLORS / Sant Pau                                  ,0024A0024A,Diumenge,Dg,Laboral,2017,2,Febrer,26,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430448,01","4581134,83",2.167122,41.376877
