Codi_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,NK_Any,Mes_de_any,Nom_mes,Dia_de_mes,Hora_de_dia,Descripcio_causa_vianant,tipus de vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Coordenada_UTM_(X),Coordenada_UTM_(Y),Longitud,Latitud
2017S003336    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",201400,Picasso,0018 0018,Dimecres,Dc,Laboral,2017,4,Abril,12,15,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"431809,78","4582269,87",2.183269,41.387216
2017S003343    ,9,Sant Andreu,63,Navas,297001,Sant Antoni Maria Claret,0355 0355,Dimecres,Dc,Laboral,2017,4,Abril,12,19,No Ã©s causa del  vianant,Bicicleta,GOLF 1.6,VOLKSWAGEN,Blau,B,30,"432111,43","4585944,75",2.186468,41.420341
2017S003349    ,1,Ciutat Vella,1,el Raval,308709,Aldana / Sant Pau                                 ,0030X0030X,Dimecres,Dc,Laboral,2017,4,Abril,12,23,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Es desconeix,Desconegut,"430394,95","4581074,59",2.166484,41.376332
2017S003363    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,0008 0008,Dijous,Dj,Laboral,2017,4,Abril,13,12,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431796,53","4582392,39",2.183099,41.388323
2017S003384    ,2,Eixample,5,el Fort Pienc,197302,Marina,0157 0167,Dijous,Dj,Laboral,2017,4,Abril,13,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431671,35","4583534,40",2.181475,41.398598
2017S003395    ,2,Eixample,10,Sant Antoni,213908,Mistral,0001 0001,Divendres,Dv,Laboral,2017,4,Abril,14,13,No Ã©s causa del  vianant,Bicicleta, ,BTWIN,Negre,Desconegut,Desconegut,"429710,46","4581154,87",2.158295,41.376993
2017S003395    ,2,Eixample,10,Sant Antoni,213908,Mistral,0001 0001,Divendres,Dv,Laboral,2017,4,Abril,14,13,No Ã©s causa del  vianant,Bicicleta,LEON,SEAT,Desconegut,B,5,"429710,46","4581154,87",2.158295,41.376993
2017S003404    ,3,Sants-MontjuÃ¯c,13,la Marina de Port,160903,Ildefons CerdÃ ,0001V0001V,Divendres,Dv,Laboral,2017,4,Abril,14,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"427840,47","4579817,43",2.136094,41.364785
2017S003429    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0603 0603,Diumenge,Dg,Laboral,2017,4,Abril,16,8,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"430451,20","4582460,28",2.167006,41.38882
2017S003431    ,2,Eixample,6,la Sagrada FamÃ_lia,18505,AragÃ_,0435 0435,Diumenge,Dg,Laboral,2017,4,Abril,16,13,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431344,15","4583894,39",2.177523,41.401812
2017S003435    ,9,Sant Andreu,60,Sant Andreu,242509,Palomar,0058 0060,Dilluns,Dl,Laboral,2017,4,Abril,17,11,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Blanc,Desconegut,Desconegut,"432608,00","4588358,68",2.192145,41.442125
2017S003445    ,3,Sants-MontjuÃ¯c,15,Hostafrancs,94809,Creu Coberta,0109 0109,Dilluns,Dl,Laboral,2017,4,Abril,17,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"428382,84","4580963,27",2.142438,41.375155
2017S003455    ,3,Sants-MontjuÃ¯c,18,Sants,162002,Josep Tarradellas,0027 0029,Dimarts,Dm,Laboral,2017,4,Abril,18,8,No Ã©s causa del  vianant,Bicicleta, ,BTWIN,Negre,Desconegut,Desconegut,"428366,17","4581827,35",2.142145,41.382936
2017S003465    ,7,Horta-GuinardÃ_,35,el GuinardÃ_,152905,GuinardÃ_,0113 0113,Dimarts,Dm,Laboral,2017,4,Abril,18,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"431008,10","4585478,57",2.173323,41.41605
2017S003470    ,3,Sants-MontjuÃ¯c,18,Sants,172403,Joan GÃ_ell,0050 0050,Dimarts,Dm,Laboral,2017,4,Abril,18,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"427642,80","4581356,16",2.133543,41.378629
2017S003476    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,330504,Tapioles,0038 0038,Dimarts,Dm,Laboral,2017,4,Abril,18,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"430173,69","4580683,36",2.163886,41.372791
2017S003504    ,10,Sant MartÃ_,68,el Poblenou,242906,Pallars,0218 0218,Dimecres,Dc,Laboral,2017,4,Abril,19,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Blanc,Desconegut,Desconegut,"433155,92","4583905,33",2.199185,41.402064
2017S003506    ,5,SarriÃ -Sant Gervasi,26,Sant Gervasi - Galvany,55603,Calvet,0003 0003,Dimecres,Dc,Laboral,2017,4,Abril,19,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Vermell,Desconegut,Desconegut,"428614,13","4582988,00",2.144974,41.393414
2017S003537    ,4,Les Corts,19,les Corts,172403,Joan GÃ_ell,0168 0168,Dijous,Dj,Laboral,2017,4,Abril,20,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"427458,04","4581907,15",2.131277,41.383575
2017S003550    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,0222 0222,Divendres,Dv,Laboral,2017,4,Abril,21,8,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"428976,15","4582146,13",2.149402,41.385863
2017S003561    ,2,Eixample,5,el Fort Pienc,178308,Lepant,0211 0211,Divendres,Dv,Laboral,2017,4,Abril,21,12,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431585,67","4583853,99",2.180411,41.401464
2017S003564    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0335 0335,Divendres,Dv,Laboral,2017,4,Abril,21,12,No Ã©s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Groc,Desconegut,Desconegut,"430215,66","4582602,57",2.164167,41.390078
2017S003568    ,2,Eixample,6,la Sagrada FamÃ_lia,350308,ValÃ¨ncia,0373 0375,Divendres,Dv,Laboral,2017,4,Abril,21,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430992,56","4583737,29",2.17333,41.400368
2017S003571    ,2,Eixample,5,el Fort Pienc,100800,DiputaciÃ_,0392B0392B,Divendres,Dv,Laboral,2017,4,Abril,21,15,Creuar per fora pas de vianants,Bicicleta, ,Desconegut,Vermell,Desconegut,Desconegut,"431361,07","4583488,40",2.177773,41.398157
2017S003586    ,2,Eixample,5,el Fort Pienc,209900,Meridiana,0047 0047,Divendres,Dv,Laboral,2017,4,Abril,21,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"432107,28","4583490,85",2.186696,41.398238
2017S003593    ,2,Eixample,7,la Dreta de l'Eixample,350308,ValÃ¨ncia,0336 0336,Dissabte,Ds,Laboral,2017,4,Abril,22,2,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"430583,65","4583306,48",2.168488,41.396451
2017S003603    ,2,Eixample,7,la Dreta de l'Eixample,289105,RossellÃ_,0307 0307,Dissabte,Ds,Laboral,2017,4,Abril,22,10,No Ã©s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Groc,Desconegut,Desconegut,"430288,82","4583617,27",2.164923,41.399227
2017S003625    ,2,Eixample,7,la Dreta de l'Eixample,148307,GrÃ cia,0013 0013,Diumenge,Dg,Laboral,2017,4,Abril,23,13,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"430505,05","4582538,15",2.167643,41.389527
2017S003637    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0745 0747,Diumenge,Dg,Laboral,2017,4,Abril,23,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Vermell,Desconegut,Desconegut,"431603,29","4583588,18",2.180656,41.399078
2017S003639    ,10,Sant MartÃ_,70,el BesÃ_s i el Maresme,124309,Ferrer Bassa,0011 0011,Dilluns,Dl,Laboral,2017,4,Abril,24,0,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"434527,17","4585450,98",2.21543,41.416093
2017S003640    ,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0001 0001,Dilluns,Dl,Laboral,2017,4,Abril,24,10,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431235,09","4583024,91",2.176318,41.393967
2017S003650    ,7,Horta-GuinardÃ_,43,Horta,69109,CartellÃ ,0177 0177,Dilluns,Dl,Laboral,2017,4,Abril,24,13,No Ã©s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"430293,77","4587082,84",2.164583,41.430435
2017S003661    ,1,Ciutat Vella,1,el Raval,240106,PedrÃ_,9999 9999,Dilluns,Dl,Laboral,2017,4,Abril,24,17,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430354,31","4581425,15",2.165965,41.37949
2017S003671    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0407 0409,Dimarts,Dm,Laboral,2017,4,Abril,25,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429167,92","4581201,93",2.151797,41.377368
2017S003695    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,0089 0089,Dimarts,Dm,Laboral,2017,4,Abril,25,18,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"429576,49","4582833,41",2.156498,41.392103
2017S003726    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,ProvenÃ§a,0103 0103,Dimecres,Dc,Laboral,2017,4,Abril,26,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"429082,71","4582241,13",2.150659,41.386728
2017S003726    ,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,ProvenÃ§a,0103 0103,Dimecres,Dc,Laboral,2017,4,Abril,26,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,Desconegut,Desconegut,"429082,71","4582241,13",2.150659,41.386728
2017S003742    ,7,Horta-GuinardÃ_,33,el Baix GuinardÃ_,76807,Sardenya,0532 0534,Dijous,Dj,Laboral,2017,4,Abril,27,13,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Taronja,Desconegut,Desconegut,"430119,39","4585034,51",2.162738,41.411974
2017S003758    ,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0045 0045,Dijous,Dj,Laboral,2017,4,Abril,27,18,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"430942,18","4582963,71",2.172821,41.393393
2017S003778    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0042 0042,Divendres,Dv,Laboral,2017,4,Abril,28,7,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432631,82","4588757,39",2.192376,41.445721
2017S003789    ,2,Eixample,6,la Sagrada FamÃ_lia,191204,Mallorca,0364 0364,Divendres,Dv,Laboral,2017,4,Abril,28,14,No Ã©s causa del  vianant,Bicicleta, ,ORBEA,Altres,Desconegut,Desconegut,"430915,58","4583819,64",2.1724,41.4011
2017S003794    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,135203,Foc,0141 0141,Divendres,Dv,Laboral,2017,4,Abril,28,17,No Ã©s causa del  vianant,Bicicleta, ,ORBEA,Negre,Desconegut,Desconegut,"429059,06","4579288,48",2.15073,41.360129
2017S003798    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,CalÃ bria,0245 0245,Divendres,Dv,Laboral,2017,4,Abril,28,17,Altres,Bicicleta,Desconegut,BRAMMO,Negre,Desconegut,Desconegut,"428706,62","4582190,34",2.146168,41.386235
2017S003801    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,0005 0005,Divendres,Dv,Laboral,2017,4,Abril,28,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"431857,79","4582523,67",2.183814,41.389508
2017S003810    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0059 0059,Dissabte,Ds,Laboral,2017,4,Abril,29,10,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429692,64","4581748,53",2.158011,41.382341
2017S003826    ,2,Eixample,10,Sant Antoni,198804,ParalÂ·lel,0138 0138,Dissabte,Ds,Laboral,2017,4,Abril,29,16,Altres,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429833,25","4580952,00",2.15979,41.375184
2017S003862    ,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0144 0146,Dimarts,Dm,Laboral,2017,5,Maig,2,7,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"430408,55","4583551,14",2.166366,41.398642
2017S003868    ,10,Sant MartÃ_,71,ProvenÃ§als del Poblenou,94300,CristÃ_bal de Moura,0021 0021,Dimarts,Dm,Laboral,2017,5,Maig,2,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"433479,56","4584631,33",2.202981,41.40863
2017S003873    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0374B0374B,Dimarts,Dm,Laboral,2017,5,Maig,2,11,No Ã©s causa del  vianant,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut,"430648,04","4583616,98",2.169229,41.399249
2017S003875    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,116402,Estadi,0007 0007,Dimarts,Dm,Laboral,2017,5,Maig,2,11,No Ã©s causa del  vianant,Bicicleta,Orca,ORBEA,Negre,Desconegut,Desconegut,"429016,83","4580023,17",2.150129,41.366745
2017S003876    ,3,Sants-MontjuÃ¯c,18,Sants,312400,Sants,0145 0145,Dimarts,Dm,Laboral,2017,5,Maig,2,13,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"427596,47","4580994,07",2.133036,41.375364
2017S003883    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,198804,ParalÂ·lel,0087 0087,Dimarts,Dm,Laboral,2017,5,Maig,2,17,Desobeir el senyal del semÃ for,Bicicleta, ,BTWIN,Negre,Desconegut,Desconegut,"430315,86","4580903,65",2.165559,41.374785
2017S003908    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,0015 0015,Dimecres,Dc,Laboral,2017,5,Maig,3,8,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"431889,67","4581811,60",2.184277,41.383098
2017S003911    ,8,Nou Barris,52,la Prosperitat,209900,Meridiana,0529 0529,Dimecres,Dc,Laboral,2017,5,Maig,3,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut,"432100,67","4588570,07",2.186041,41.443992
2017S003925    ,3,Sants-MontjuÃ¯c,13,la Marina de Port,135203,Foc,0099 0099,Dimecres,Dc,Laboral,2017,5,Maig,3,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"428561,43","4579208,19",2.144786,41.359365
2017S003939    ,5,SarriÃ -Sant Gervasi,27,el Putxet i el FarrÃ_,123408,Lesseps,0030 0030,Dijous,Dj,Laboral,2017,5,Maig,4,8,No Ã©s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"429011,16","4584399,41",2.149556,41.406158
2017S003956    ,2,Eixample,10,Sant Antoni,198804,ParalÂ·lel,0168 0168,Dijous,Dj,Laboral,2017,5,Maig,4,13,No Ã©s causa del  vianant,Bicicleta, ,DECATHLON,Gris,Desconegut,Desconegut,"429517,41","4580955,78",2.156011,41.375184
2017S003961    ,2,Eixample,7,la Dreta de l'Eixample,268003,ProvenÃ§a,0368B0368B,Dijous,Dj,Laboral,2017,5,Maig,4,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,Blau,Desconegut,Desconegut,"430575,59","4583674,95",2.16835,41.399765
2017S003961    ,2,Eixample,7,la Dreta de l'Eixample,268003,ProvenÃ§a,0368B0368B,Dijous,Dj,Laboral,2017,5,Maig,4,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Desconegut,Desconegut,Desconegut,"430575,59","4583674,95",2.16835,41.399765
2017S003970    ,6,GrÃ cia,31,la Vila de GrÃ cia,344000,Dalt,0038 0038,Dijous,Dj,Laboral,2017,5,Maig,4,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429364,42","4584698,50",2.153744,41.408882
2017S003988    ,10,Sant MartÃ_,65,el Clot,81603,Clot,0036 0038,Divendres,Dv,Laboral,2017,5,Maig,5,14,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"432210,21","4584443,01",2.187821,41.406831
2017S004028    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0081 0081,Dissabte,Ds,Laboral,2017,5,Maig,6,17,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"430812,13","4582522,73",2.171316,41.38941
2017S004031    ,1,Ciutat Vella,3,la Barceloneta,197903,MarÃ_tim de la Barceloneta,0018 0018,Dissabte,Ds,Laboral,2017,5,Maig,6,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432803,97","4581839,64",2.195204,41.383427
2017S004048    ,2,Eixample,10,Sant Antoni,361406,Viladomat,0023B0023B,Diumenge,Dg,Laboral,2017,5,Maig,7,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,ES DESCONEIX,MarrÃ_,Desconegut,Desconegut,"429999,22","4581054,97",2.161763,41.376117
2017S004051    ,10,Sant MartÃ_,65,el Clot,209900,Meridiana,0094 0094,Divendres,Dv,Laboral,2017,5,Maig,5,8,Desobeir el senyal del semÃ for,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432156,23","4584503,34",2.187168,41.407366
2017S004058    ,2,Eixample,5,el Fort Pienc,71600,Casp,0077 0079,Dilluns,Dl,Laboral,2017,5,Maig,8,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,CONOR,MarrÃ_,Desconegut,Desconegut,"431389,71","4583147,78",2.178146,41.395088
2017S004086    ,9,Sant Andreu,59,el Bon Pastor,318906,Santander,0067 0069,Dilluns,Dl,Laboral,2017,5,Maig,8,19,No Ã©s causa del  vianant,Bicicleta, ,ES DESCONEIX,Desconegut,Desconegut,Desconegut,"433576,00","4587005,86",2.203881,41.43002
2017S004127    ,6,GrÃ cia,31,la Vila de GrÃ cia,341908,Torrijos,0010 0010,Dimarts,Dm,Laboral,2017,5,Maig,9,17,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"429856,92","4583995,81",2.159712,41.402593
2017S004128    ,2,Eixample,9,la Nova Esquerra de l'Eixample,362001,VilamarÃ_,0100 0100,Dimarts,Dm,Laboral,2017,5,Maig,9,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,B,15,"428864,95","4581486,43",2.14814,41.379909
2017S004133    ,5,SarriÃ -Sant Gervasi,24,les Tres Torres,169205,JosÃ© de AgullÃ_,0011 0011,Dimarts,Dm,Laboral,2017,5,Maig,9,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"427672,65","4583225,60",2.133679,41.395465
2017S004139    ,9,Sant Andreu,59,el Bon Pastor,295709,Sant AdriÃ ,0040U0040U,Dimarts,Dm,Laboral,2017,5,Maig,9,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432808,76","4587583,04",2.194626,41.435162
2017S004167    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,AragÃ_,0124 0124,Dimecres,Dc,Laboral,2017,5,Maig,10,17,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"429437,14","4581993,24",2.154933,41.384525
2017S004176    ,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0075 0075,Dijous,Dj,Laboral,2017,5,Maig,11,8,Desobeir el senyal del semÃ for,Bicicleta, ,ES DESCONEIX,Negre,Desconegut,Desconegut,"430752,44","4583157,72",2.170526,41.395124
2017S004177    ,2,Eixample,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,0002 0006,Dijous,Dj,Laboral,2017,5,Maig,11,10,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"428406,26","4581632,79",2.142646,41.381183
2017S004202    ,1,Ciutat Vella,1,el Raval,269200,Drassanes / Portal de Santa Madrona               ,0014 0014,Dijous,Dj,Laboral,2017,5,Maig,11,19,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431112,12","4581035,37",2.175073,41.376042
2017S004224    ,10,Sant MartÃ_,69,Diagonal Mar i el Front MarÃ_tim del Poblenou,95801,Pellaires,0001 0001,Divendres,Dv,Laboral,2017,5,Maig,12,12,No Ã©s causa del  vianant,Bicicleta,XSARA PICA,CITROEN,Desconegut,Desconegut,Desconegut,"434004,92","4584082,07",2.209322,41.403729
2017S004227    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,0012 0012,Divendres,Dv,Laboral,2017,5,Maig,12,14,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431947,64","4582539,53",2.184889,41.38966
2017S004246    ,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,9999 9999,Divendres,Dv,Laboral,2017,5,Maig,12,22,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"431163,80","4583082,14",2.17545,41.394483
2017S004247    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,0024 0024,Divendres,Dv,Laboral,2017,5,Maig,12,22,No Ã©s causa del  vianant,Bicicleta, ,Desconegut,Verd,Desconegut,Desconegut,"431401,68","4581952,22",2.178425,41.384326
2017S004260    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0464 0466,Dissabte,Ds,Laboral,2017,5,Maig,13,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429449,08","4581403,86",2.155145,41.379213
2017S004261    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0603 0603,Dissabte,Ds,Laboral,2017,5,Maig,13,16,No Ã©s causa del  vianant,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut,"430451,20","4582460,28",2.167006,41.38882
2017S004269    ,5,SarriÃ -Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,0074B0074B,Dissabte,Ds,Laboral,2017,5,Maig,13,21,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"427480,02","4585518,24",2.131107,41.416099
2017S004288    ,2,Eixample,10,Sant Antoni,198804,ParalÂ·lel,0130B0132,Diumenge,Dg,Laboral,2017,5,Maig,14,18,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"429960,98","4580950,09",2.161308,41.375177
2017S004302    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,DiputaciÃ_,0183 0185,Dilluns,Dl,Laboral,2017,5,Maig,15,9,No Ã©s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"429873,44","4582079,65",2.160137,41.385338
2017S004312    ,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0053 0053,Dilluns,Dl,Laboral,2017,5,Maig,15,13,No Ã©s causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"430910,18","4582996,37",2.172434,41.393687
2017S004314    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0535 0537,Dilluns,Dl,Laboral,2017,5,Maig,15,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"429792,01","4581812,62",2.1592,41.382926
2017S004314    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0535 0537,Dilluns,Dl,Laboral,2017,5,Maig,15,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"429792,01","4581812,62",2.1592,41.382926
2017S004331    ,3,Sants-MontjuÃ¯c,16,la Bordeta,89707,ConstituciÃ_,0068 0068,Dilluns,Dl,Laboral,2017,5,Maig,15,20,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"427807,90","4580378,13",2.135633,41.369835
2017S004347    ,3,Sants-MontjuÃ¯c,13,la Marina de Port,160903,Ildefons CerdÃ ,0001V0001V,Dimarts,Dm,Laboral,2017,5,Maig,16,13,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,B,Desconegut,"427840,47","4579817,43",2.136094,41.364785
2017S004349    ,6,GrÃ cia,28,Vallcarca i els Penitents,123408,Lesseps,0019 0019,Dimarts,Dm,Laboral,2017,5,Maig,16,15,No Ã©s causa del  vianant,Bicicleta,Desconegut,BAOTIAN,Groc,Desconegut,Desconegut,"429081,68","4584591,22",2.150371,41.407893
2017S004352    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0096 0096,Dimarts,Dm,Laboral,2017,5,Maig,16,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"430733,48","4582633,59",2.170359,41.390402
2017S004382    ,3,Sants-MontjuÃ¯c,11,el Poble-sec,198804,ParalÂ·lel,0099 0099,Dimecres,Dc,Laboral,2017,5,Maig,17,13,Desobeir el senyal del semÃ for,Bicicleta, ,PEUGEOT,Violeta,B,8,"430136,22","4580906,08",2.163418,41.374796
2017S004393    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,DiputaciÃ_,0209 0209,Dimecres,Dc,Laboral,2017,5,Maig,17,16,No Ã©s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blau,Desconegut,Desconegut,"430029,29","4582231,98",2.161985,41.386721
