Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripci¢ dia setmana,Dia setmana,Descripci¢ tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripci¢ causa vianant,tipus de vehicle,Descripci¢ model,Descripci¢ marca,Descripci¢ color,Descripci¢ carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2014S007005,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",63306,Caputxes,0010 0010,Dimarts,Dm,Laboral,2014,9,Setembre,30,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4581818,72","431684,63"
2014S006853,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0102 0102,Dimecres,Dc,Laboral,2014,9,Setembre,24,6,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre/Groc,Desconegut,Desconegut,"4583667,47","430678,77"
2014S008064,10,Sant Mart¡,69,Diagonal Mar i el Front Mar¡tim del Poblenou,322608,Selva de Mar,0046X0046X,Dimarts,Dm,Laboral,2014,11,Novembre,4,10,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4584678,27","433980,76"
2014S008200,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0073 0073,Dissabte,Ds,Laboral,2014,11,Novembre,8,9,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Vermell,Desconegut,Desconegut,"4588894,49","432858,66"
2014S007455,1,Ciutat Vella,2,el Barri G•tic,701266,Litoral (Llobregat),1070000,Dimecres,Dc,Laboral,2014,10,Octubre,15,20,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4581077,37","431410,4"
2014S008085,10,Sant Mart¡,72,Sant Mart¡ de Proven‡als,153205,Guip£scoa,0027 0027,Dimarts,Dm,Laboral,2014,11,Novembre,4,21,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585285,75","432752,43"
2014S006683,2,Eixample,9,la Nova Esquerra de l'Eixample,268003,Proven‡a,0085 0087,Dimecres,Dc,Laboral,2014,9,Setembre,17,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582147,75","428987,44"
2014S009658,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0606 0606,Dimarts,Dm,Laboral,2014,12,Desembre,30,20,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4582275,11","430347,9"
2014S006891,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0063 0063,Dijous,Dj,Laboral,2014,9,Setembre,25,20,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"4583080,28","430828,18"
2014S004421,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Arag¢,0021 0021,Dilluns,Dl,Laboral,2014,6,Juny,16,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581354,82","428751,73"
2014S007050,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0354 0354,Dimecres,Dc,Laboral,2014,10,Octubre,1,22,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583631,17","430530,67"
2014S006967,3,Sants-Montju‹c,18,Sants,312400,Sants,0112X0112X,Dilluns,Dl,Laboral,2014,9,Setembre,29,11,No ‚s causa del  vianant,Bicicleta,Desconegut,GIANTCO,Blanc,Desconegut,Desconegut,"4581008,71","427782,42"
2014S008071,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Proven‡a,0190 0190,Dimarts,Dm,Laboral,2014,11,Novembre,4,14,No ‚s causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4582522,17","429401,07"
2014S008202,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,0017 0017,Dissabte,Ds,Laboral,2014,11,Novembre,8,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581769,17","431923,72"
2014S007108,2,Eixample,7,la Dreta de l'Eixample,49509,Bruc,0152 0152,Divendres,Dv,Laboral,2014,10,Octubre,3,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583493,31","430267,41"
2014S003196,2,Eixample,7,la Dreta de l'Eixample,148307,Gr…cia,0073 0073,Dimecres,Dc,Laboral,2014,4,Abril,30,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"4582989,29","430093,32"
2014S004065,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,30500,Badajoz,0175 0175,Dimarts,Dm,Laboral,2014,6,Juny,3,7,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4584048,88","432297,41"
2014S003226,2,Eixample,7,la Dreta de l'Eixample,28305,Ausi…s Marc,0026 0028,Dijous,Dj,Laboral,2014,5,Maig,1,19,No ‚s causa del  vianant,Bicicleta,Desconegut,CONOR,Negre,Desconegut,Desconegut,"4582713,14","431177,93"
2014S001790,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0550 0550,Dimarts,Dm,Laboral,2014,3,Mar‡,11,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581838,67","429892,49"
2014S008531,9,Sant Andreu,62,el Congr‚s i els Indians,168905,Jordi de Sant Jordi,0005 0007,Dijous,Dj,Laboral,2014,11,Novembre,20,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4586045,18","431793,78"
2014S002470,3,Sants-Montju‹c,11,el Poble Sec,701423,Antiga de Montju‹c,0001 0001,Dijous,Dj,Laboral,2014,4,Abril,3,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4580542,41","430671,61"
2014S002621,1,Ciutat Vella,1,el Raval,34308,Rambla,0007 0007,Dimarts,Dm,Laboral,2014,4,Abril,8,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581170,47","431181,96"
2014S000434,3,Sants-Montju‹c,15,Hostafrancs,114000,Espanya,0006 0008,Dilluns,Dl,Laboral,2014,1,Gener,20,9,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Vermell,Desconegut,Desconegut,"4580988,77","428879,43"
2014S000603,7,Horta-Guinard¢,35,el Guinard¢,14107,Am¡lcar,0115 0115,Dissabte,Ds,Laboral,2014,1,Gener,25,22,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Blanc,Desconegut,Desconegut,"4586576,03","430949,3"
2014S007772,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0027 0027,Dissabte,Ds,Laboral,2014,10,Octubre,25,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583416,96","429385,33"
2014S000390,6,Gr…cia,31,la Vila de Gr…cia,123408,Lesseps,0021X0021X,Divendres,Dv,Laboral,2014,1,Gener,17,21,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584480,99","429025,06"
2014S000851,2,Eixample,7,la Dreta de l'Eixample,18505,Arag¢,0330 0332,Dimarts,Dm,Laboral,2014,2,Febrer,4,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583204,74","430678,26"
2014S001025,8,Nou Barris,48,la Guineueta,351901,Valldaura,0192 0196,Dilluns,Dl,Laboral,2014,2,Febrer,10,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4587979,66","430822,31"
2014S003052,8,Nou Barris,44,Vilapicina i la Torre Llobeta,366501,Virrei Amat,0015X0015X,Divendres,Dv,Laboral,2014,4,Abril,25,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4586995,96","431161,55"
2014S001133,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,0065 0071,Divendres,Dv,Laboral,2014,2,Febrer,14,9,Altres,Bicicleta,Desconegut,SUZUKI,Blau,Desconegut,Desconegut,"4581347,94","426674,47"
2014S008850,3,Sants-Montju‹c,17,Sants - Badal,30602,Badal,0143 0145,Dimarts,Dm,Laboral,2014,12,Desembre,2,7,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,Desconegut,Desconegut,"4580826,76","427403,3"
2014S008982,3,Sants-Montju‹c,11,el Poble Sec,198804,Paralúlel,0113X0113X,Dissabte,Ds,Laboral,2014,12,Desembre,6,17,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4580915,64","430001,1"
2014S008451,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",114305,Esparteria,0019 0019,Dimarts,Dm,Laboral,2014,11,Novembre,18,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"4581981,22","431806,75"
2014S008159,2,Eixample,8,l'Antiga Esquerra de l'Eixample,289105,Rossell¢,0166 0166,Divendres,Dv,Laboral,2014,11,Novembre,7,10,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582800,36","429494,94"
2014S008988,4,Les Corts,19,les Corts,144601,Diagonal,0609 0615,Dissabte,Ds,Laboral,2014,12,Desembre,6,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582427,19","427253,13"
2014S009187,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0707 0707,Diumenge,Dg,Laboral,2014,12,Desembre,14,7,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583423,63","431422,94"
2014S007996,10,Sant Mart¡,70,el Bes•s i el Maresme,701510,Ernest Lluch i Mart¡n,0004 0004,Dissabte,Ds,Laboral,2014,11,Novembre,1,12,No ‚s causa del  vianant,Bicicleta,Desconegut,BTWIN,Groc,Desconegut,Desconegut,"4584992,23","434960,27"
2014S008687,5,Sarri…-Sant Gervasi,23,Sarri…,278007,Reina Elisenda de Montcada,0018B0018B,Dimecres,Dc,Laboral,2014,11,Novembre,26,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583616,03","426445,27"
2014S003780,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0092 0092,Divendres,Dv,Laboral,2014,5,Maig,23,10,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"4581864,57","429624,02"
2014S000437,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",198203,Marqu_s de l'Argentera,0011 0011,Dilluns,Dl,Laboral,2014,1,Gener,20,10,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Taronja,Desconegut,Desconegut,"4581936,16","431896,72"
2014S002951,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0352 0352,Dimarts,Dm,Laboral,2014,4,Abril,22,18,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583593,55","430492,5"
2014S003223,10,Sant Mart¡,67,la Vila Ol¡mpica del Poblenou,701266,Litoral (Llobregat),870000,Dijous,Dj,Laboral,2014,5,Maig,1,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"4582345,91","432900,47"
2014S001230,3,Sants-Montju‹c,16,la Bordeta,169409,Corts Catalanes,0153 0153,Dimecres,Dc,Laboral,2014,2,Febrer,19,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4579996,11","427936,44"
2014S008970,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Ll£ria,0020 0020,Divendres,Dv,Laboral,2014,12,Desembre,5,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4582675,33","430880,87"
2014S007786,10,Sant Mart¡,65,el Clot,115603,Espronceda,0287 0291,Diumenge,Dg,Laboral,2014,10,Octubre,26,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4585214,2","432663,12"
2014S000152,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent,0289B0289B,Dijous,Dj,Laboral,2014,1,Gener,9,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582384,92","429993,33"
2014S002514,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,9998 9998,Divendres,Dv,Laboral,2014,4,Abril,4,21,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4582424,87","430448,19"
2014S003524,3,Sants-Montju‹c,12,la Marina del Prat Vermell,369408,Zona Franca,0069 0073,Dimarts,Dm,Laboral,2014,5,Maig,13,21,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4578729,15","428361,69"
2014S003392,9,Sant Andreu,63,Navas,224100,M£rcia,0060 0060,Dijous,Dj,Laboral,2014,5,Maig,8,21,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4585537,85","432481,21"
2014S004511,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0374B0374B,Dimecres,Dc,Laboral,2014,6,Juny,18,17,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Blanc,Desconegut,Desconegut,"4583616,98","430648,04"
2014S003563,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0571 0571,Dijous,Dj,Laboral,2014,5,Maig,15,10,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4582041,55","430025,87"
2014S004484,3,Sants-Montju‹c,18,Sants,366206,Viriat,0053 0053,Dimarts,Dm,Laboral,2014,6,Juny,17,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581588,87","428306,42"
2014S002882,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0361 0361,Dijous,Dj,Laboral,2014,4,Abril,17,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583831,86","430701,39"
2014S002010,10,Sant Mart¡,64,el Camp de l'Arpa del Clot,98209,Deg… Bah¡,0055 0055,Dimarts,Dm,Laboral,2014,3,Mar‡,18,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585064,47","431959,36"
2014S002572,6,Gr…cia,31,la Vila de Gr…cia,216600,Montmany,0026 0026,Dilluns,Dl,Laboral,2014,4,Abril,7,9,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Altres,Desconegut,Desconegut,"4584181,62","429902,95"
2014S003819,2,Eixample,10,Sant Antoni,198804,Paralúlel,0130B0132,Dissabte,Ds,Laboral,2014,5,Maig,24,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580950,09","429960,98"
2014S002181,8,Nou Barris,52,la Prosperitat,701267,Dalt (Bes•s),"2,00E+00",Dimarts,Dm,Laboral,2014,3,Mar‡,25,8,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blanc,Desconegut,Desconegut,"4588795,14","431584,89"
2014S000622,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,0433 0433,Dilluns,Dl,Laboral,2014,1,Gener,27,11,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583069,83","429142,17"
2014S000658,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0169 0169,Dimarts,Dm,Laboral,2014,1,Gener,28,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583216,6","430134,24"
2014S006039,10,Sant Mart¡,72,Sant Mart¡ de Proven‡als,158504,Huelva,0010 0030,Dimarts,Dm,Laboral,2014,8,Agost,19,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4585332,86","432655,9"
2014S005533,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Enten‡a,0142 0142,Divendres,Dv,Laboral,2014,7,Juliol,25,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581768,09","428776,61"
2014S005672,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0043 0043,Divendres,Dv,Laboral,2014,8,Agost,1,10,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,Desconegut,Desconegut,"4582589,03","430259,19"
2014S005351,3,Sants-Montju‹c,16,la Bordeta,329108,S£ria,0002 0004,Divendres,Dv,Laboral,2014,7,Juliol,18,21,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,B,Desconegut,"4580372,5","427589,52"
2014S004929,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0073 0073,Divendres,Dv,Laboral,2014,7,Juliol,4,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583115,09","430794,13"
2014S006072,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0326 0326,Dijous,Dj,Laboral,2014,8,Agost,21,0,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,4582836,"430485,1"
2014S006653,2,Eixample,10,Sant Antoni,323203,Sep£lveda,0095 0095,Dimarts,Dm,Laboral,2014,9,Setembre,16,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581465,98","429671,19"
2014S000365,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal,0423 0425,Divendres,Dv,Laboral,2014,1,Gener,17,0,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Blanc,Desconegut,Desconegut,"4583116,42","429283,51"
2014S006468,2,Eixample,7,la Dreta de l'Eixample,148307,Gr…cia,0021 0021,Dilluns,Dl,Laboral,2014,9,Setembre,8,21,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582633,97","430417,38"
2014S005455,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0073 0073,Dimecres,Dc,Laboral,2014,7,Juliol,23,10,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4588894,49","432858,66"
2014S006082,10,Sant Mart¡,65,el Clot,191204,Mallorca,0628 0630,Dijous,Dj,Laboral,2014,8,Agost,21,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4585084,11","432211,14"
2014S005569,2,Eixample,7,la Dreta de l'Eixample,74404,Catalunya,0012 0013,Diumenge,Dg,Laboral,2014,7,Juliol,27,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4582343,3","430769,65"
2014S006278,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0054 0054,Dilluns,Dl,Laboral,2014,9,Setembre,1,0,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4582380,85","429860,95"
2014S006410,6,Gr…cia,31,la Vila de Gr…cia,112004,Escorial,0119 0119,Divendres,Dv,Laboral,2014,9,Setembre,5,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4584653,32","429886,59"
2014S000929,2,Eixample,10,Sant Antoni,87009,Comte Borrell,0036 0038,Dijous,Dj,Laboral,2014,2,Febrer,6,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581171,6","430107,24"
2014S000934,4,Les Corts,19,les Corts,40300,Berl¡n,0077 0077,Dijous,Dj,Laboral,2014,2,Febrer,6,22,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581940,52","428194,18"
2014S006526,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0451 0451,Dimecres,Dc,Laboral,2014,9,Setembre,10,20,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4581388,05","429358,81"
2014S006369,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Proven‡a,0232 0232,Dijous,Dj,Laboral,2014,9,Setembre,4,15,Desobeir el senyal del sem…for,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582750,18","429634,45"
2014S005985,1,Ciutat Vella,3,la Barceloneta,361803,Vila Joiosa,0047X0047X,Dissabte,Ds,Laboral,2014,8,Agost,16,10,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581265,56","432464,43"
2014S004836,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0282 0284,Dimarts,Dm,Laboral,2014,7,Juliol,1,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4582817,02","428704,26"
2014S005546,1,Ciutat Vella,2,el Barri G•tic,82901,Colom,0001 0001,Dissabte,Ds,Laboral,2014,7,Juliol,26,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581582,76","431653,05"
2014S005102,9,Sant Andreu,62,el Congr‚s i els Indians,102907,Doctor Modrego,9999 9999,Dijous,Dj,Laboral,2014,7,Juliol,10,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Daurat,Desconegut,Desconegut,"4586503,51","431582,59"
2014S005648,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Proven‡a,0211 0211,Dijous,Dj,Laboral,2014,7,Juliol,31,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4582864,42","429716,6"
2014S005494,2,Eixample,7,la Dreta de l'Eixample,289105,Rossell¢,0200 0200,Dijous,Dj,Laboral,2014,7,Juliol,24,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582971,08","429673,43"
2014S004809,3,Sants-Montju‹c,15,Hostafrancs,169409,Corts Catalanes,0321 0321,Dilluns,Dl,Laboral,2014,6,Juny,30,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4580703,7","428658,95"
2014S004818,2,Eixample,6,la Sagrada Fam¡lia,76807,Sardenya,0301 0301,Dimarts,Dm,Laboral,2014,7,Juliol,1,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,B,1,"4584091,51","430957,14"
2014S006316,4,Les Corts,20,la Maternitat i Sant Ramon,102306,Doctor Mara_¢n,0004 0004,Dimarts,Dm,Laboral,2014,9,Setembre,2,11,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581644,12","426323,76"
2014S005148,2,Eixample,7,la Dreta de l'Eixample,148307,Gr…cia,0099 0099,Divendres,Dv,Laboral,2014,7,Juliol,11,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583187,83","429911,9"
2014S006644,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0119 0119,Dimarts,Dm,Laboral,2014,9,Setembre,16,14,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582039,82","429408,1"
2014S006476,1,Ciutat Vella,2,el Barri G•tic,230907,Nova,0004 0004,Dimarts,Dm,Laboral,2014,9,Setembre,9,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581952,14","431102,2"
2014S008752,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,0017 0017,Divendres,Dv,Laboral,2014,11,Novembre,28,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4581769,17","431923,72"
2014S008755,3,Sants-Montju‹c,15,Hostafrancs,114000,Espanya,0005 0005,Divendres,Dv,Laboral,2014,11,Novembre,28,9,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4580937,4","428856,34"
2014S007303,1,Ciutat Vella,1,el Raval,67307,Carme,0002 0002,Divendres,Dv,Laboral,2014,10,Octubre,10,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581801,61","430814,48"
2014S002389,7,Horta-Guinard¢,33,el Baix Guinard¢,152905,Guinard¢,0032 0032,Dimarts,Dm,Laboral,2014,4,Abril,1,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4584997,8","430352,33"
2014S009033,10,Sant Mart¡,65,el Clot,81603,Clot,0097 0103,Dimarts,Dm,Laboral,2014,12,Desembre,9,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584742,64","432296,58"
2014S007583,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0073 0073,Dilluns,Dl,Laboral,2014,10,Octubre,20,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583115,09","430794,13"
2014S008453,10,Sant Mart¡,68,el Poblenou,270901,Pujades,0097 0097,Dimarts,Dm,Laboral,2014,11,Novembre,18,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583460,83","432859,71"
2014S007605,2,Eixample,10,Sant Antoni,323203,Sep£lveda,0127 0127,Dilluns,Dl,Laboral,2014,10,Octubre,20,21,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581602,4","429810,42"
2014S009267,2,Eixample,5,el Fort Pienc,281307,Ribes,0033 0033,Dimarts,Dm,Laboral,2014,12,Desembre,16,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4583147,57","431691,76"
2014S006774,5,Sarri…-Sant Gervasi,23,Sarri…,278007,Reina Elisenda de Montcada,0006 0006,Diumenge,Dg,Laboral,2014,9,Setembre,21,12,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583731,42","426624,22"
2014S004276,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Diputaci¢,0230 0230,Dimarts,Dm,Laboral,2014,6,Juny,10,22,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582363,96","430195,2"
2014S007688,3,Sants-Montju‹c,11,el Poble Sec,700025,Josep Carner,0046 0046,Dijous,Dj,Laboral,2014,10,Octubre,23,9,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"4580605,89","431059,78"
