Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripci¢ dia setmana,Dia setmana,Descripci¢ tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripci¢ causa vianant,tipus de vehicle,Descripci¢ model,Descripci¢ marca,Descripci¢ color,Descripci¢ carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2014S008265,10,Sant Mart¡,68,el Poblenou,332000,Taulat,0037 0037,Dilluns,Dl,Laboral,2014,11,Novembre,10,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583332,76","433425,99"
2014S003302,10,Sant Mart¡,64,el Camp de l'Arpa del Clot,194406,Maragall,0029 0031,Dilluns,Dl,Laboral,2014,5,Maig,5,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,B,Desconegut,"4585336,24","431615,03"
2014S003582,10,Sant Mart¡,64,el Camp de l'Arpa del Clot,134801,Freser,0001 0003,Dijous,Dj,Laboral,2014,5,Maig,15,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4584781,12","431482,4"
2014S003587,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,70607,Casanova,0250 0250,Dijous,Dj,Laboral,2014,5,Maig,15,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583036,32","428845,42"
2014S001276,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0089 0089,Dijous,Dj,Laboral,2014,2,Febrer,20,15,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583524,48","430746,22"
2014S008517,2,Eixample,6,la Sagrada Fam¡lia,350308,Val_ncia,0450 0450,Dijous,Dj,Laboral,2014,11,Novembre,20,10,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4584005,41","431302,17"
2014S003879,2,Eixample,5,el Fort Pienc,281307,Ribes,0083 0083,Dilluns,Dl,Laboral,2014,5,Maig,26,18,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583714,35","431902,57"
2014S007875,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0025 0025,Dimecres,Dc,Laboral,2014,10,Octubre,29,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"4582994,7","432361,3"
2014S008949,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0059 0059,Divendres,Dv,Laboral,2014,12,Desembre,5,10,Desobeir el senyal del sem…for,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581748,53","429692,64"
2014S003464,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0320B0320B,Diumenge,Dg,Laboral,2014,5,Maig,11,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4586434,29","432169,43"
2014S004004,9,Sant Andreu,60,Sant Andreu,242509,Palomar,0027U0027U,Dissabte,Ds,Laboral,2014,5,Maig,31,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4588379,47","432651,04"
2014S004475,3,Sants-Montju‹c,11,el Poble Sec,198702,Francesc Ferrer i Gu…rdia,0001 0005,Dimarts,Dm,Laboral,2014,6,Juny,17,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4580529,18","429090,57"
2014S002405,3,Sants-Montju‹c,18,Sants,366206,Viriat,0053 0053,Dimarts,Dm,Laboral,2014,4,Abril,1,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581588,87","428306,42"
2014S008556,10,Sant Mart¡,71,Proven‡als del Poblenou,322608,Selva de Mar,0048V0048V,Divendres,Dv,Laboral,2014,11,Novembre,21,10,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Gris,Desconegut,Desconegut,"4584726,2","433934,11"
2014S002532,2,Eixample,10,Sant Antoni,198804,Paralúlel,0172 0172,Dissabte,Ds,Laboral,2014,4,Abril,5,12,Altres,Bicicleta,Desconegut,ORBEA,Blau,Desconegut,Desconegut,"4580956,2","429486,76"
2014S001398,10,Sant Mart¡,64,el Camp de l'Arpa del Clot,209900,Meridiana,0151B0151B,Dilluns,Dl,Laboral,2014,2,Febrer,17,6,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4585012,86","432102,65"
2014S004019,3,Sants-Montju‹c,18,Sants,700156,Joan Peir¢,0007X0007X,Diumenge,Dg,Laboral,2014,6,Juny,1,11,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4581340,48","428131,87"
2014S000544,10,Sant Mart¡,65,el Clot,209900,Meridiana,0091B0091B,Dijous,Dj,Laboral,2014,1,Gener,23,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4584382,45","432104,13"
2014S009323,5,Sarri…-Sant Gervasi,23,Sarri…,305201,Sant Joan Bosco,0001 0039,Dijous,Dj,Laboral,2014,12,Desembre,18,11,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583003,06","427251,02"
2014S001670,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0399 0399,Dijous,Dj,Laboral,2014,3,Mar‡,6,18,Altres,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581146,81","429111,77"
2014S004312,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,55807,Francesc Maci…,0006 0006,Dimecres,Dc,Laboral,2014,6,Juny,11,10,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582935,23","428491,06"
2014S000443,2,Eixample,6,la Sagrada Fam¡lia,268003,Proven‡a,0443 0443,Dilluns,Dl,Laboral,2014,1,Gener,20,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584181,55","431064,4"
2014S001828,2,Eixample,6,la Sagrada Fam¡lia,68900,Cartagena,0149 0149,Dimecres,Dc,Laboral,2014,3,Mar‡,12,19,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blau,Desconegut,Desconegut,"4584042,96","431941,59"
2014S003106,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,70607,Casanova,0250 0250,Dilluns,Dl,Laboral,2014,4,Abril,28,9,No ‚s causa del  vianant,Bicicleta,Desconegut,ORBEA,Blanc,Desconegut,Desconegut,"4583036,32","428845,42"
2014S000754,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0310 0310,Divendres,Dv,Laboral,2014,1,Gener,31,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582692,13","430338,08"
2014S002229,2,Eixample,5,el Fort Pienc,281307,Ribes,0095 0095,Dimecres,Dc,Laboral,2014,3,Mar‡,26,18,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583774,81","431927,44"
2014S004462,2,Eixample,10,Sant Antoni,362001,Vilamar¡,0024 0024,Dimarts,Dm,Laboral,2014,6,Juny,17,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4581082,81","429261,38"
2014S003246,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,369204,Zamora,0120 0122,Divendres,Dv,Laboral,2014,5,Maig,2,21,No ‚s causa del  vianant,Bicicleta,Desconegut,DERBI,Vermell,Desconegut,Desconegut,"4583467,27","432159,63"
2014S002096,5,Sarri…-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",90400,Alberes,0014 0014,Divendres,Dv,Laboral,2014,3,Mar‡,21,10,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585338,31","425349,14"
2014S008044,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputaci¢,0002D0002D,Dilluns,Dl,Laboral,2014,11,Novembre,3,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581119,84","428925,59"
2014S000723,3,Sants-Montju‹c,15,Hostafrancs,287201,Roma,0002 0004,Dijous,Dj,Laboral,2014,1,Gener,30,10,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4581471,81","428382,83"
2014S002657,10,Sant Mart¡,69,Diagonal Mar i el Front Mar¡tim del Poblenou,701266,Litoral (Llobregat),590000,Dimecres,Dc,Laboral,2014,4,Abril,9,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584402,67","434803,19"
2014S002793,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",217501,Montcada,0005 0005,Dilluns,Dl,Laboral,2014,4,Abril,14,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Taronja,Desconegut,Desconegut,"4582073,55","431570,58"
