Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripciﾌ_ dia setmana,Dia setmana,Descripciﾌ_ tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripciﾌ_ causa vianant,tipus de vehicle,Descripciﾌ_ model,Descripciﾌ_ marca,Descripciﾌ_ color,Descripciﾌ_ carnet,Antiguitat carnet,Coordenada UTM (X),Coordenada UTM (Y), Longitud, Latitut
2016S007207    ,8,Nou Barris,52,la Prosperitat,209900,Meridiana,0571X0571X,Dimecres,Dc,Laboral,2016,9,Setembre,21,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432143,01","4588819,99",2.186528,41.446238
2016S007579    ,8,Nou Barris,52,la Prosperitat,351901,Valldaura,0271 0285,Dijous,Dj,Laboral,2016,10,Octubre,6,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431861,6","4588085,93",2.183235,41.439603
2016S005312    ,8,Nou Barris,53,la Trinitat Nova,14708,Empﾌｼries,0011X0011X,Dijous,Dj,Laboral,2016,7,Juliol,7,6,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Blanc,Desconegut,Desconegut,"431736,66","4588935,72",2.181643,41.447248
2016S005721    ,8,Nou Barris,54,Torre Barﾌ_,129700,Font d'en Maguﾌｩs,0092 0092,Dimecres,Dc,Laboral,2016,7,Juliol,20,20,Altres,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431198,55","4589599,72",2.175127,41.453183
2016S000615    ,8,Nou Barris,56,Vallbona,255409,Pierola,0020 0020,Dilluns,Dl,Laboral,2016,1,Gener,25,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431908,64","4590696,83",2.183503,41.463124
2016S009702    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,105304,Dos de Maig,0296 0296,Dissabte,Ds,Laboral,2016,12,Desembre,17,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"431363,56","4584864,48",2.177441,41.425384
2016S003550    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,161407,Indﾌｼstria,0242 0242,Dilluns,Dl,Laboral,2016,5,Maig,9,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"431427,92","4585079,15",2.178108,41.423804
2016S008069    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,161407,Indﾌｼstria,0256 0256,Diumenge,Dg,Laboral,2016,10,Octubre,23,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"431457,06","4585103,38",2.178472,41.412889
2016S009537    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,90502,Cﾌ_rsega,0656 0656,Dilluns,Dl,Laboral,2016,12,Desembre,12,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Rosa,Desconegut,Desconegut,"431491,81","4584943,89",2.179163,41.411273
2016S000075    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,161407,Indﾌｼstria,0268 0268,Dimarts,Dm,Laboral,2016,1,Gener,5,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431511,02","4585166,35",2.179102,41.426558
2016S005674    ,9,Sant Andreu,62,el Congrﾌｩs i els Indians,121402,Felip II,0185 0185,Dimarts,Dm,Laboral,2016,7,Juliol,19,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"431621,32","4586470,86",2.180545,41.425037
2016S004764    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,268003,Provenﾌ､a,0570 0570,Divendres,Dv,Laboral,2016,6,Juny,17,22,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"431652,92","4584712,78",2.181024,41.414556
2016S009030    ,9,Sant Andreu,62,el Congrﾌｩs i els Indians,282300,Riera d'Horta,0033B0033B,Dijous,Dj,Laboral,2016,11,Novembre,24,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431775,52","4586751,8",2.182459,41.408909
2016S006212    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,134801,Freser,0101 0101,Dimarts,Dm,Laboral,2016,8,Agost,9,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,431800,"4585510,29",2.18285,41.409227
2016S005604    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,191204,Mallorca,0582 0582,Divendres,Dv,Laboral,2016,7,Juliol,15,22,Altres,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431936,28","4584816,23",2.184253,41.429045
2016S004303    ,9,Sant Andreu,60,Sant Andreu,209900,Meridiana,0460 0466,Divendres,Dv,Laboral,2016,6,Juny,3,12,Altres,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431939,81","4587557,32",2.184501,41.410167
2016S005109    ,9,Sant Andreu,63,Navas,233701,Olesa,0060X0060X,Dijous,Dj,Laboral,2016,6,Juny,30,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"431948,94","4586125,47",2.184497,41.421958
2016S007199    ,9,Sant Andreu,63,Navas,161407,Indﾌｼstria,0329 0329,Dimecres,Dc,Laboral,2016,9,Setembre,21,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"431949,79","4585619,47",2.184497,41.421958
2016S004672    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,226400,Las Navas de Tolosa,0337 0337,Dimecres,Dc,Laboral,2016,6,Juny,15,19,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"431954,6","4585556,54",2.184461,41.429659
2016S008792    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,286300,Rogent,0030 0030,Dimecres,Dc,Laboral,2016,11,Novembre,16,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"431981,36","4584707,48",2.185052,41.409189
2016S008459    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,271100,Pujades,0021 0023,Diumenge,Dg,Laboral,2016,11,Novembre,6,5,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"431986,04","4582649,3",2.184983,41.416575
2016S007912    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,76807,Sardenya,0087 0087,Dilluns,Dl,Laboral,2016,10,Octubre,17,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432038,46","4582989,29",2.185752,41.405825
2016S000646    ,9,Sant Andreu,63,Navas,367300,Biscaia,0373 0373,Dimarts,Dm,Laboral,2016,1,Gener,26,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"432046,79","4585653,86",2.185452,41.438457
2016S005002    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,368008,Wellington,0009 0009,Diumenge,Dg,Laboral,2016,6,Juny,26,11,Altres,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"432051,27","4582784,72",2.185873,41.409492
2016S002080    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,76807,Sardenya,0116 0116,Dimecres,Dc,Laboral,2016,3,Marﾌ､,16,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"432052,97","4583007,28",2.186105,41.391875
2016S005482    ,10,Sant Martﾌ_,65,el Clot,209900,Meridiana,0081 0083,Dimarts,Dm,Laboral,2016,7,Juliol,12,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432102,88","4584254,53",2.18655,41.405119
2016S009313    ,10,Sant Martﾌ_,65,el Clot,209900,Meridiana,0097 0097B,Divendres,Dv,Laboral,2016,12,Desembre,2,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"432103,63","4584455,32",2.186412,41.417188
2016S002551    ,9,Sant Andreu,63,Navas,121402,Felip II,0079 0079,Dilluns,Dl,Laboral,2016,4,Abril,4,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432106,52","4585972,74",2.186405,41.420593
2016S006622    ,10,Sant Martﾌ_,64,el Camp de l'Arpa del Clot,209900,Meridiana,0137 0137B,Dimecres,Dc,Laboral,2016,8,Agost,31,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"432107,43","4584782,83",2.186481,41.41545
2016S002174    ,9,Sant Andreu,63,Navas,209900,Meridiana,0231B0231B,Dijous,Dj,Laboral,2016,3,Marﾌ､,17,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"432116,4","4585715,74",2.186591,41.414307
2016S005618    ,9,Sant Andreu,63,Navas,209900,Meridiana,0233 0233,Dissabte,Ds,Laboral,2016,7,Juliol,16,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432122,01","4585818,1",2.1866,41.41837
2016S002401    ,10,Sant Martﾌ_,65,el Clot,209900,Meridiana,0082 0086,Dimecres,Dc,Laboral,2016,3,Marﾌ､,30,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,GIANTCO,Gris,Desconegut,Desconegut,"432155,65","4584400,09",2.186719,41.442456
2016S007400    ,10,Sant Martﾌ_,65,el Clot,209900,Meridiana,0098 0098,Dijous,Dj,Laboral,2016,9,Setembre,29,8,Creuar per fora pas de vianants,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432156,55","4584514,62",2.187168,41.407366
2016S002409    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0042 0042,Dimecres,Dc,Laboral,2016,3,Marﾌ､,30,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432156,78","4583295,49",2.187304,41.396486
2016S001566    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0042 0042,Dissabte,Ds,Laboral,2016,2,Febrer,27,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"432156,78","4583295,49",2.187304,41.396486
2016S005958    ,10,Sant Martﾌ_,65,el Clot,209900,Meridiana,0102 0102,Divendres,Dv,Laboral,2016,7,Juliol,29,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432156,84","4584528,04",2.187304,41.396486
2016S005958    ,10,Sant Martﾌ_,65,el Clot,209900,Meridiana,0102 0102,Divendres,Dv,Laboral,2016,7,Juliol,29,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"432156,84","4584528,04",2.187165,41.407592
2016S007988    ,10,Sant Martﾌ_,65,el Clot,209900,Meridiana,0142 0142,Dijous,Dj,Laboral,2016,10,Octubre,20,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432159,75","4584770,81",2.187178,41.409438
2016S007874    ,10,Sant Martﾌ_,65,el Clot,1604,Sﾌｬquia Comtal,0016 0016,Diumenge,Dg,Laboral,2016,10,Octubre,16,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"432170,35","4584619,76",2.187323,41.408412
2016S000824    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0300 0300,Dimarts,Dm,Laboral,2016,2,Febrer,2,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Platejat,Desconegut,Desconegut,"432177,82","4586209,39",2.187228,41.422689
2016S000824    ,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0300 0300,Dimarts,Dm,Laboral,2016,2,Febrer,2,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"432177,82","4586209,39",2.187228,41.422734
2016S003673    ,10,Sant Martﾌ_,65,el Clot,18505,Aragﾌ_,0621 0621,Divendres,Dv,Laboral,2016,5,Maig,13,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"432190,18","4584732,59",2.187549,41.409432
2016S003970    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,197302,Marina,0104 0106,Dimarts,Dm,Laboral,2016,5,Maig,24,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432199,01","4583062,05",2.187572,41.409549
2016S005826    ,9,Sant Andreu,63,Navas,115603,Espronceda,0344 0344,Diumenge,Dg,Laboral,2016,7,Juliol,24,22,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432215,5","4585704,89",2.188001,41.394284
2016S000509    ,9,Sant Andreu,60,Sant Andreu,176404,Llenguadoc,0042 0044,Dijous,Dj,Laboral,2016,1,Gener,21,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432225,78","4587121,5",2.188116,41.397501
2016S006126    ,10,Sant Martﾌ_,65,el Clot,169409,Corts Catalanes,0823 0823,Divendres,Dv,Laboral,2016,8,Agost,5,15,Altres,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"432229,7","4584197,87",2.188076,41.404617
2016S003155    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,243206,Pamplona,0123 0123,Dimarts,Dm,Laboral,2016,4,Abril,26,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432247,99","4583546,54",2.188386,41.394062
2016S007131    ,9,Sant Andreu,63,Navas,169908,Josep Estivill,0039 0039,Dilluns,Dl,Laboral,2016,9,Setembre,19,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,KEMMEL,Blanc,Desconegut,Desconegut,"432292,49","4585760,68",2.188871,41.393606
2016S005141    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,701414,C-31,20600000,Divendres,Dv,Laboral,2016,7,Juliol,1,2,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432294,33","4584205,8",2.188852,41.404694
2016S002738    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,30500,Badajoz,0175 0175,Dilluns,Dl,Laboral,2016,4,Abril,11,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,B,6,"432297,41","4584048,88",2.188852,41.404694
2016S002738    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,30500,Badajoz,0175 0175,Dilluns,Dl,Laboral,2016,4,Abril,11,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432297,41","4584048,88",2.188906,41.40328
2016S000819    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,197302,Marina,0082 0088,Dimarts,Dm,Laboral,2016,2,Febrer,2,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432298,46","4582960,02",2.188906,41.40328
2016S007486    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,311703,Sancho de ﾌ」ila,0035 0035,Dilluns,Dl,Laboral,2016,10,Octubre,3,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"432300,39","4583484,2",2.188787,41.415701
2016S005859    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,197302,Marina,0079 0079,Dimarts,Dm,Laboral,2016,7,Juliol,26,10,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432306,61","4582878,5",2.188854,41.415134
2016S004813    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,197302,Marina,0079 0079,Diumenge,Dg,Laboral,2016,6,Juny,19,22,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BTWIN,Desconegut,Desconegut,Desconegut,"432306,61","4582878,5",2.189144,41.392743
2016S005061    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,197302,Marina,0077 0077,Dimarts,Dm,Laboral,2016,6,Juny,28,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432324,92","4582860,65",2.189054,41.417333
2016S002297    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,311703,Sancho de ﾌ」ila,0037 0037,Dimecres,Dc,Laboral,2016,3,Marﾌ､,23,19,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"432339,53","4583512,58",2.18922,41.418424
2016S002176    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0209 0211,Divendres,Dv,Laboral,2016,3,Marﾌ､,18,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Gris,Desconegut,Desconegut,"432350,44","4584094,69",2.189322,41.418884
2016S005956    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,311703,Sancho de ﾌ」ila,0045U0045U,Divendres,Dv,Laboral,2016,7,Juliol,29,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432372,4","4583544,66",2.189619,41.414283
2016S005956    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,311703,Sancho de ﾌ」ila,0045U0045U,Divendres,Dv,Laboral,2016,7,Juliol,29,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432372,4","4583544,66",2.189859,41.398747
2016S007224    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0027 0027,Dijous,Dj,Laboral,2016,9,Setembre,22,9,Desobeir el senyal del semﾌﾊfor,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432399,95","4583041,08",2.190004,41.413088
2016S000412    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,171400,Joan d'ﾌﾛustria,0069X0069X,Dilluns,Dl,Laboral,2016,1,Gener,18,10,No ﾌｩs causa del  vianant,Bicicleta,Presto Life,DAHON,Negre,Desconegut,Desconegut,"432416,41","4582982,24",2.190302,41.404506
2016S003145    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,171400,Joan d'ﾌﾛustria,0069X0069X,Dilluns,Dl,Laboral,2016,4,Abril,25,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blau,Desconegut,Desconegut,"432416,41","4582982,24",2.190449,41.393689
2016S009665    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,4908,ﾌﾛlaba,0122 0122,Divendres,Dv,Laboral,2016,12,Desembre,16,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432422,28","4583602,71",2.19034,41.406308
2016S006311    ,10,Sant Martﾌ_,67,la Vila Olﾌ_mpica del Poblenou,197302,Marina,0064 0064,Diumenge,Dg,Laboral,2016,8,Agost,14,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"432461,56","4582795,92",2.190655,41.418515
2016S001427    ,10,Sant Martﾌ_,67,la Vila Olﾌ_mpica del Poblenou,197302,Marina,0053 0053,Dimarts,Dm,Laboral,2016,2,Febrer,23,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"432462,3","4582721,58",2.191008,41.392009
2016S003913    ,9,Sant Andreu,60,Sant Andreu,339101,Torras i Bages,0147 0147,Dissabte,Ds,Laboral,2016,5,Maig,21,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,CONOR,Verd,Desconegut,Desconegut,"432464,32","4588730,63",2.190366,41.445662
2016S008044    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0199 0199,Dissabte,Ds,Laboral,2016,10,Octubre,22,9,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"432480,24","4584135,61",2.190857,41.418661
2016S005418    ,9,Sant Andreu,63,Navas,224100,Mﾌｼrcia,0060 0060,Dilluns,Dl,Laboral,2016,7,Juliol,11,0,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"432481,21","4585537,85",2.191085,41.404079
2016S001492    ,9,Sant Andreu,61,la Sagrera,292507,Gran de la Sagrera,0077 0079,Dijous,Dj,Laboral,2016,2,Febrer,25,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432487,72","4586143,72",2.190891,41.425552
2016S001303    ,9,Sant Andreu,60,Sant Andreu,339101,Torras i Bages,0164 0168,Divendres,Dv,Laboral,2016,2,Febrer,19,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"432494,56",4588799,2.19135,41.396263
2016S005444    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,701414,C-31,20630000,Dilluns,Dl,Laboral,2016,7,Juliol,11,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432505,8","4584412,61",2.1914,41.401821
2016S008231    ,9,Sant Andreu,61,la Sagrera,292507,Gran de la Sagrera,0150 0156,Divendres,Dv,Laboral,2016,10,Octubre,28,13,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432506,34","4586476,46",2.191353,41.406576
2016S003996    ,9,Sant Andreu,60,Sant Andreu,242509,Palomar,0017U0017U,Dimecres,Dc,Laboral,2016,5,Maig,25,7,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432519,37","4588369,61",2.19101,41.446828
2016S003914    ,9,Sant Andreu,61,la Sagrera,292507,Gran de la Sagrera,0012 0012,Dissabte,Ds,Laboral,2016,5,Maig,21,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432526,31","4585788,71",2.191079,41.442217
2016S003914    ,9,Sant Andreu,61,la Sagrera,292507,Gran de la Sagrera,0012 0012,Dissabte,Ds,Laboral,2016,5,Maig,21,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"432526,31","4585788,71",2.191451,41.418971
2016S004429    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,311703,Sancho de ﾌ」ila,0077 0077,Dimarts,Dm,Laboral,2016,6,Juny,7,15,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432535,94",4583704,2.191853,41.394284
2016S008736    ,10,Sant Martﾌ_,65,el Clot,169409,Corts Catalanes,0871 0871,Dilluns,Dl,Laboral,2016,11,Novembre,14,14,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Violeta,Desconegut,Desconegut,"432562,44","4584523,33",2.191965,41.411291
2016S005911    ,10,Sant Martﾌ_,65,el Clot,169409,Corts Catalanes,0871 0871,Dimecres,Dc,Laboral,2016,7,Juliol,27,22,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"432562,44","4584523,33",2.192023,41.407581
2016S008100    ,9,Sant Andreu,60,Sant Andreu,275257,Ramon Riera,0001 0001,Dilluns,Dl,Laboral,2016,10,Octubre,24,17,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432574,48","4587613,73",2.191952,41.421983
2016S006086    ,10,Sant Martﾌ_,65,el Clot,220608,Monturiol,0025 0025,Dimecres,Dc,Laboral,2016,8,Agost,3,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"432589,91","4584802,86",2.192369,41.402854
2016S007789    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,4908,ﾌﾛlaba,0086 0086,Dijous,Dj,Laboral,2016,10,Octubre,13,16,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432597,75","4583415,99",2.192325,41.413131
2016S006929    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0084 0084,Dilluns,Dl,Laboral,2016,9,Setembre,12,18,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"432599,28","4583173,17",2.192616,41.395425
2016S000487    ,9,Sant Andreu,60,Sant Andreu,275257,Ramon Riera,0003 0003,Dimecres,Dc,Laboral,2016,1,Gener,20,20,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"432602,7","4587535,91",2.192616,41.395425
2016S005323    ,10,Sant Martﾌ_,66,el Parc i la Llacuna del Poblenou,148704,Ciutat de Granada,0123 0125,Dijous,Dj,Laboral,2016,7,Juliol,7,11,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,DAHON,Blanc,B,9,"432629,16","4583921,28",2.192956,41.395959
2016S007081    ,10,Sant Martﾌ_,65,el Clot,153205,Guipﾌｼscoa,0002 0002,Dissabte,Ds,Laboral,2016,9,Setembre,17,22,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432633,75","4585111,31",2.192892,41.402164
2016S009663    ,9,Sant Andreu,60,Sant Andreu,239300,Pare Manyanet,0021 0023,Divendres,Dv,Laboral,2016,12,Desembre,16,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"432667,04","4586803,8",2.192815,41.44313
2016S009663    ,9,Sant Andreu,60,Sant Andreu,239300,Pare Manyanet,0021 0023,Divendres,Dv,Laboral,2016,12,Desembre,16,12,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"432667,04","4586803,8",2.193025,41.428125
2016S004427    ,10,Sant Martﾌ_,72,Sant Martﾌ_ de Provenﾌ､als,30409,Bac de Roda,0203 0211,Dimarts,Dm,Laboral,2016,6,Juny,7,13,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"432726,24","4585335,39",2.193961,41.406649
2016S003081    ,10,Sant Martﾌ_,67,la Vila Olﾌ_mpica del Poblenou,700662,Salvador Espriu,0001 0001,Dimecres,Dc,Laboral,2016,4,Abril,20,8,No ﾌｩs causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"432732,08","4582229,3",2.193899,41.415529
