Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció causa vianant,tipus de vehicle,Descripció model,Descripció marca,Descripció color,Descripció carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2015S007428,1,Ciutat Vella,1,el Raval,34308,Rambla,0087 0087,Dissabte,Ds,Laboral,2015,10,Octubre,3,23,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4581679,15","430896,76"
2015S002533,1,Ciutat Vella,2,el Barri Gòtic,144204,Ample,0042 0042,Dissabte,Ds,Laboral,2015,4,Abril,4,22,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581566,77","431556,55"
2015S001832,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,0011B0011B,Dimarts,Dm,Laboral,2015,3,Març,10,10,No és causa del  vianant,Bicicleta,Desconegut,MERCEDES,Blanc,Desconegut,Desconegut,"4581803,93","431516,22"
2015S008408,1,Ciutat Vella,2,el Barri Gòtic,183909,Lledó,0008 0008,Dissabte,Ds,Laboral,2015,11,Novembre,7,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581727,00","431456,36"
2015S004239,1,Ciutat Vella,2,el Barri Gòtic,278700,Rellotge,0001 0001,Dimecres,Dc,Laboral,2015,6,Juny,3,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581486,21","431295,39"
2015S004196,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borbó Comte Barcelona,0079 0079,Dissabte,Ds,Laboral,2015,5,Maig,30,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Rosa,Desconegut,Desconegut,"4580704,20","432205,36"
2015S004678,1,Ciutat Vella,3,la Barceloneta,224904,Joan Borbó Comte Barcelona,0022 0023,Dimecres,Dc,Laboral,2015,6,Juny,17,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581415,85","432180,41"
2015S006929,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",254304,Petons,0002 0002,Dimarts,Dm,Laboral,2015,9,Setembre,15,14,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582498,62","431639,40"
2015S000962,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0474 0474,Diumenge,Dg,Laboral,2015,2,Febrer,8,0,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581456,35","429501,76"
2015S008174,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rosselló,0085 0085,Divendres,Dv,Laboral,2015,10,Octubre,30,16,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582156,28","428805,72"
2015S005899,2,Eixample,10,Sant Antoni,361406,Viladomat,0108 0108,Divendres,Dv,Laboral,2015,7,Juliol,31,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4581476,44","429622,32"
2015S000869,2,Eixample,10,Sant Antoni,361406,Viladomat,0023B0023B,Dimecres,Dc,Laboral,2015,2,Febrer,4,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581054,97","429999,22"
2015S008587,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0029 0029,Divendres,Dv,Laboral,2015,11,Novembre,13,22,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581546,12","429891,42"
2015S007192,2,Eixample,10,Sant Antoni,363809,Villarroel,0042 0042,Dijous,Dj,Laboral,2015,9,Setembre,24,19,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581753,43","429912,75"
2015S008756,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0024 0024,Dijous,Dj,Laboral,2015,11,Novembre,19,19,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"4581494,27","429986,60"
2015S006035,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,0220 0220,Dijous,Dj,Laboral,2015,8,Agost,6,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582104,32","429008,18"
2015S003591,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0495 0495,Dilluns,Dl,Laboral,2015,5,Maig,11,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4581597,50","429572,34"
2015S002874,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,0168 0168,Divendres,Dv,Laboral,2015,4,Abril,17,14,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"4581859,63","429256,13"
2015S008503,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0129 0129,Dimecres,Dc,Laboral,2015,11,Novembre,11,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581958,63","429368,29"
2015S005603,2,Eixample,9,la Nova Esquerra de l'Eixample,362001,Vilamarí,0077 0079,Dilluns,Dl,Laboral,2015,7,Juliol,20,19,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581520,63","428800,81"
2015S009427,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0019 0019,Divendres,Dv,Laboral,2015,12,Desembre,11,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582229,94","429978,34"
2015S005790,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0541 0541,Dilluns,Dl,Laboral,2015,7,Juliol,27,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581861,12","429841,45"
2015S001608,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0373 0385,Dilluns,Dl,Laboral,2015,3,Març,2,15,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blanc,Desconegut,Desconegut,"4581051,65","429011,71"
2015S004256,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0374 0374,Dimecres,Dc,Laboral,2015,6,Juny,3,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583738,94","430640,76"
2015S006676,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0380 0380,Divendres,Dv,Laboral,2015,9,Setembre,4,21,No és causa del  vianant,Bicicleta,Desconegut,MONTY,Platejat,Desconegut,Desconegut,"4583600,45","430617,38"
2015S006921,2,Eixample,7,la Dreta de l'Eixample,49509,Bruc,0125 0125,Dimarts,Dm,Laboral,2015,9,Setembre,15,9,No és causa del  vianant,Bicicleta,Desconegut,BH,Verd,Desconegut,Desconegut,"4583360,54","430366,77"
2015S001207,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0137 0137,Dimarts,Dm,Laboral,2015,2,Febrer,17,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583478,16","430439,24"
2015S009570,2,Eixample,7,la Dreta de l'Eixample,225500,Nàpols,0000 0000,Dimecres,Dc,Laboral,2015,12,Desembre,16,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583622,04","431042,92"
2015S004656,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0008 0008,Dimecres,Dc,Laboral,2015,6,Juny,17,8,No és causa del  vianant,Bicicleta,K 75,BMW,Blau,A,12,"4583053,71","431151,66"
2015S003044,2,Eixample,7,la Dreta de l'Eixample,100800,Diputació,0301 0301,Dimecres,Dc,Laboral,2015,4,Abril,22,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"4582848,93","430658,24"
2015S004488,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0034S0034S,Dimecres,Dc,Laboral,2015,6,Juny,10,18,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582755,38","430467,19"
2015S004642,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0056 0056,Dimarts,Dm,Laboral,2015,6,Juny,16,14,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583285,07","431053,22"
2015S006492,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0025 0025,Divendres,Dv,Laboral,2015,8,Agost,28,15,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583211,84","431126,87"
2015S007605,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0029 0029,Divendres,Dv,Laboral,2015,10,Octubre,9,23,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583198,42","431165,91"
2015S008686,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0083 0083,Dimarts,Dm,Laboral,2015,11,Novembre,17,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582565,60","430769,47"
2015S006184,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0060 0060,Dijous,Dj,Laboral,2015,8,Agost,13,9,No és causa del  vianant,Bicicleta,Desconegut,BICING,granate,Desconegut,Desconegut,"4582745,98","430155,81"
2015S008272,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0294 0294,Dimarts,Dm,Laboral,2015,11,Novembre,3,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582572,73","430216,28"
2015S003923,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0278 0280,Dijous,Dj,Laboral,2015,5,Maig,21,13,Altres,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583030,33","429919,79"
2015S007684,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0017 0017,Dimarts,Dm,Laboral,2015,10,Octubre,13,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582566,28","430479,23"
2015S003794,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0025 0025,Dissabte,Ds,Laboral,2015,5,Maig,16,22,Desobeir el senyal del semàfor,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582654,07","430398,87"
2015S008271,2,Eixample,6,la Sagrada Família,238400,Padilla,0299 0299,Dimarts,Dm,Laboral,2015,11,Novembre,3,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584524,14","431112,04"
2015S002575,2,Eixample,6,la Sagrada Família,268003,Provença,0383 0383,Dimarts,Dm,Laboral,2015,4,Abril,7,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583932,90","430809,36"
2015S001165,2,Eixample,6,la Sagrada Família,191204,Mallorca,0406 0406,Diumenge,Dg,Laboral,2015,2,Febrer,15,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4584006,11","431107,89"
2015S004268,2,Eixample,5,el Fort Pienc,18505,Aragó,0426 0428,Dimecres,Dc,Laboral,2015,6,Juny,3,19,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Blau,AM,6,"4583722,07","431206,25"
2015S001980,2,Eixample,5,el Fort Pienc,76807,Sardenya,0211 0211,Diumenge,Dg,Laboral,2015,3,Març,15,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583634,20","431408,71"
2015S006657,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0814 0814,Divendres,Dv,Laboral,2015,9,Setembre,4,2,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583752,01","431856,51"
2015S000269,2,Eixample,5,el Fort Pienc,281307,Ribes,0085 0085,Dimarts,Dm,Laboral,2015,1,Gener,13,16,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4583742,80","431914,48"
2015S006912,2,Eixample,5,el Fort Pienc,144601,Diagonal,0259 0259,Dilluns,Dl,Laboral,2015,9,Setembre,14,22,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blau,Desconegut,Desconegut,"4583845,24","431540,87"
2015S006180,2,Eixample,5,el Fort Pienc,225500,Nàpols,0044 0044,Dijous,Dj,Laboral,2015,8,Agost,13,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582915,75","431744,53"
2015S008566,2,Eixample,5,el Fort Pienc,-1,Desconegut,Desconegut,Divendres,Dv,Laboral,2015,11,Novembre,13,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,-1,-1
2015S001900,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701487,Transversal 7,0081 0081,Dijous,Dj,Laboral,2015,3,Març,12,10,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"4575937,08","426526,76"
2015S007746,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,0106 0106,Dijous,Dj,Laboral,2015,10,Octubre,15,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4579003,48","428262,68"
2015S007345,3,Sants-Montjuïc,15,Hostafrancs,246703,Rector Triadó,0002 0002,Dijous,Dj,Laboral,2015,10,Octubre,1,0,No és causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4580984,00","428657,34"
2015S001385,3,Sants-Montjuïc,17,Sants - Badal,263407,Portbou,0033 0033,Dilluns,Dl,Laboral,2015,2,Febrer,23,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4581166,82","427054,37"
2015S008450,3,Sants-Montjuïc,18,Sants,187207,Madrid,0148 0150,Dilluns,Dl,Laboral,2015,11,Novembre,9,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581496,60","427378,01"
2015S004000,3,Sants-Montjuïc,18,Sants,312400,Sants,0095 0097,Diumenge,Dg,Laboral,2015,5,Maig,24,5,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580983,83","427826,71"
2015S009488,3,Sants-Montjuïc,18,Sants,51908,Burgos,0014 0014,Dilluns,Dl,Laboral,2015,12,Desembre,14,7,No és causa del  vianant,Bicicleta,,Desconegut,Blau,Desconegut,Desconegut,"4580625,27","427611,61"
2015S003878,3,Sants-Montjuïc,18,Sants,319603,Sant Crist,0070 0070,Dimecres,Dc,Laboral,2015,5,Maig,20,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4580874,62","427957,35"
2015S009106,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,0130 0132,Dilluns,Dl,Laboral,2015,11,Novembre,30,23,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4581610,46","427025,99"
2015S002144,4,Les Corts,19,les Corts,144601,Diagonal,0644 0644,Dissabte,Ds,Laboral,2015,3,Març,21,7,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582691,12","427716,33"
2015S000709,4,Les Corts,19,les Corts,144601,Diagonal,0654B0654B,Dijous,Dj,Laboral,2015,1,Gener,29,9,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Negre,Desconegut,Desconegut,"4582609,03","427463,05"
2015S000247,4,Les Corts,19,les Corts,144601,Diagonal,0654B0654B,Dilluns,Dl,Laboral,2015,1,Gener,12,19,No és causa del  vianant,Bicicleta,Desconegut,DERBI,Vermell,Desconegut,Desconegut,"4582609,03","427463,05"
2015S008491,4,Les Corts,20,la Maternitat i Sant Ramon,244209,Joan XXIII,0019 0019,Dimecres,Dc,Laboral,2015,11,Novembre,11,0,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Blanc,Desconegut,Desconegut,"4581952,94","426661,53"
2015S003982,4,Les Corts,21,Pedralbes,235401,Aiguallonga,0001 0001,Dissabte,Ds,Laboral,2015,5,Maig,23,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4582514,49","425276,52"
2015S002772,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer,0043 0043,Dimarts,Dm,Laboral,2015,4,Abril,14,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583246,90","427937,72"
2015S009118,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,302702,Sant Gregori Taumaturg,0003 0003,Dimarts,Dm,Laboral,2015,12,Desembre,1,11,Altres,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583130,12","428077,10"
2015S003812,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,187105,Madrazo,0068 0070,Dilluns,Dl,Laboral,2015,5,Maig,18,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583587,16","428790,12"
2015S001289,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner,0281 0281,Dijous,Dj,Laboral,2015,2,Febrer,19,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583286,23","428759,52"
2015S004103,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,0018 0018,Dimecres,Dc,Laboral,2015,5,Maig,27,15,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Desconegut,Desconegut,Desconegut,"4583065,39","428751,30"
2015S002844,6,Gràcia,31,la Vila de Gràcia,206403,Gran de Gràcia,0199 0199,Dijous,Dj,Laboral,2015,4,Abril,16,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584175,21","429185,35"
2015S004766,6,Gràcia,31,la Vila de Gràcia,178909,Llibertat,0054 0054,Divendres,Dv,Laboral,2015,6,Juny,19,22,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blau,Desconegut,Desconegut,"4583771,37","430089,22"
2015S008926,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,289105,Rosselló,0377 0377,Dimecres,Dc,Laboral,2015,11,Novembre,25,20,No és causa del  vianant,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut,"4584035,24","430721,93"
2015S002963,7,Horta-Guinardó,43,Horta,312706,Santa Amàlia,0060 0060,Dilluns,Dl,Laboral,2015,4,Abril,20,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4586989,08","430147,17"
2015S006201,7,Horta-Guinardó,35,el Guinardó,235106,Oblit,0055U0055U,Divendres,Dv,Laboral,2015,8,Agost,14,1,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585783,90","431325,62"
2015S000233,8,Nou Barris,52,la Prosperitat,127205,Flor de Neu,0033 0033,Divendres,Dv,Laboral,2015,1,Gener,9,18,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4588636,59","431985,87"
2015S008769,9,Sant Andreu,61,la Sagrera,216509,Monlau,0045B0045B,Divendres,Dv,Laboral,2015,11,Novembre,20,7,No és causa del  vianant,Bicicleta,DUKE,KTM,Groc,Desconegut,Desconegut,"4586505,26","432438,47"
2015S003559,9,Sant Andreu,61,la Sagrera,209900,Meridiana,0298B0298B,Dissabte,Ds,Laboral,2015,5,Maig,9,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4586196,47","432177,63"
2015S000788,9,Sant Andreu,60,Sant Andreu,86108,Concepción Arenal,0227 0227,Diumenge,Dg,Laboral,2015,2,Febrer,1,10,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4587109,83","431952,15"
2015S002184,9,Sant Andreu,60,Sant Andreu,176404,Llenguadoc,0064 0064,Diumenge,Dg,Laboral,2015,3,Març,22,16,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4587103,11","432160,06"
2015S004528,10,Sant Martí,65,el Clot,209900,Meridiana,0182 0182,Dijous,Dj,Laboral,2015,6,Juny,11,20,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4585079,98","432163,47"
2015S001513,10,Sant Martí,65,el Clot,209900,Meridiana,0094 0094,Dijous,Dj,Laboral,2015,2,Febrer,26,20,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4584503,34","432156,23"
2015S002976,10,Sant Martí,65,el Clot,209900,Meridiana,0068 0068,Dilluns,Dl,Laboral,2015,4,Abril,20,22,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,granate,Desconegut,Desconegut,"4584227,04","432154,04"
2015S009824,10,Sant Martí,65,el Clot,1604,Sèquia Comtal,0016 0016,Dijous,Dj,Laboral,2015,12,Desembre,24,18,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4584619,76","432170,35"
2015S009191,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa,0156 0158,Dijous,Dj,Laboral,2015,12,Desembre,3,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4586199,07","433746,56"
2015S000309,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,0198 0198,Dijous,Dj,Laboral,2015,1,Gener,15,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4585121,72","433439,81"
2015S002959,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda,0151X0151X,Dilluns,Dl,Laboral,2015,4,Abril,20,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584494,10","433383,68"
2015S008269,10,Sant Martí,68,el Poblenou,367504,Doctor Trueta,0202 0202,Dimarts,Dm,Laboral,2015,11,Novembre,3,10,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583440,24","433455,38"
2015S007813,10,Sant Martí,68,el Poblenou,346800,Poblenou,0064 0064,Diumenge,Dg,Laboral,2015,10,Octubre,18,12,No és causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4583778,37","433356,54"
2015S003949,10,Sant Martí,68,el Poblenou,701278,Taulat,0187 0189,Divendres,Dv,Laboral,2015,5,Maig,22,11,No és causa del  vianant,Bicicleta,Desconegut,TRIUMPH,Negre,Desconegut,Desconegut,"4583874,95","433932,77"
2015S009269,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,183603,Llacuna,0161 0161,Diumenge,Dg,Laboral,2015,12,Desembre,6,6,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4584399,72","432531,07"
2015S009694,1,Ciutat Vella,1,el Raval,153806,Gutenberg,0004 0004,Diumenge,Dg,Laboral,2015,12,Desembre,20,13,No és causa del  vianant,Bicicleta,Desconegut,BH,Verd,Desconegut,Desconegut,"4581132,38","431069,13"
2015S009143,1,Ciutat Vella,2,el Barri Gòtic,179209,Llibreteria,0004 0004,Dimecres,Dc,Laboral,2015,12,Desembre,2,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581866,71","431355,51"
2015S006546,1,Ciutat Vella,1,el Raval,67307,Carme,0038 0038,Dilluns,Dl,Laboral,2015,8,Agost,31,16,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581706,53","430675,22"
2015S000034,1,Ciutat Vella,1,el Raval,250904,Pelai,0022 0022,Dissabte,Ds,Laboral,2015,1,Gener,3,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582110,34","430400,12"
2015S002183,1,Ciutat Vella,1,el Raval,34308,Rambla,0095 0095,Diumenge,Dg,Laboral,2015,3,Març,22,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581734,11","430861,01"
2015S006699,1,Ciutat Vella,3,la Barceloneta,88908,Conreria,0000 0000,Dissabte,Ds,Laboral,2015,9,Setembre,5,17,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"4581511,20","432542,19"
2015S008592,1,Ciutat Vella,3,la Barceloneta,11109,Almirall Churruca,0000 0000,Dissabte,Ds,Laboral,2015,11,Novembre,14,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4581340,56","432334,29"
2015S001205,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",291708,Sabateret,0002 0002,Dimarts,Dm,Laboral,2015,2,Febrer,17,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582087,23","431710,75"
2015S005831,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",201400,Picasso,0020 0020,Dimarts,Dm,Laboral,2015,7,Juliol,28,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4582262,00","431817,55"
2015S003163,2,Eixample,10,Sant Antoni,198804,Paral·lel,0140 0140,Diumenge,Dg,Laboral,2015,4,Abril,26,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580952,22","429820,29"
2015S006468,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0029 0029,Dijous,Dj,Laboral,2015,8,Agost,27,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581546,12","429891,42"
2015S005145,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0015 0015,Dissabte,Ds,Laboral,2015,7,Juliol,4,9,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4581478,29","429957,94"
2015S009056,2,Eixample,10,Sant Antoni,349207,Universitat,0004 0004,Diumenge,Dg,Laboral,2015,11,Novembre,29,2,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582033,52","430169,66"
2015S003060,2,Eixample,10,Sant Antoni,349207,Universitat,0004 0004,Dijous,Dj,Laboral,2015,4,Abril,23,8,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,B,3,"4582033,52","430169,66"
2015S008507,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0050 0050,Dimecres,Dc,Laboral,2015,11,Novembre,11,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582195,29","428494,72"
2015S005922,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputació,0131 0131,Dissabte,Ds,Laboral,2015,8,Agost,1,15,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"4581809,05","429597,28"
