Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció causa vianant,tipus de vehicle,Descripció model,Descripció marca,Descripció color,Descripció carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2015S008229,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0378 0378,Dilluns,Dl,Laboral,2015,11,Novembre,2,8,Desobeir el senyal del semàfor,Bicicleta,Desconegut,BH,Vermell,Desconegut,Desconegut,"4583164,48","430821,26"
2015S005571,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0003 0003,Diumenge,Dg,Laboral,2015,7,Juliol,19,15,Desobeir el senyal del semàfor,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583042,63","431214,23"
2015S009387,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0034S0034S,Dijous,Dj,Laboral,2015,12,Desembre,10,18,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4582755,38","430467,19"
2015S003979,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0093 0093,Dissabte,Ds,Laboral,2015,5,Maig,23,12,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Blau,Desconegut,Desconegut,"4583258,70","430653,43"
2015S007694,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0084 0084,Dimarts,Dm,Laboral,2015,10,Octubre,13,23,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582581,96","430784,69"
2015S009369,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0107 0107,Dijous,Dj,Laboral,2015,12,Desembre,10,11,Desobeir el senyal del semàfor,Bicicleta,Desconegut,Desconegut,Negre,B,2,"4583304,56","430608,23"
2015S007168,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0126 0126,Dimecres,Dc,Laboral,2015,9,Setembre,23,18,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4583220,26","429664,97"
2015S004165,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0255 0255,Divendres,Dv,Laboral,2015,5,Maig,29,17,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4582762,91","430182,35"
2015S003261,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0089 0089,Dimecres,Dc,Laboral,2015,4,Abril,29,17,No és causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Blau,Desconegut,Desconegut,"4582909,18","429934,77"
2015S003261,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0089 0089,Dimecres,Dc,Laboral,2015,4,Abril,29,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582909,18","429934,77"
2015S004798,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0321 0321,Diumenge,Dg,Laboral,2015,6,Juny,21,15,No és causa del  vianant,Bicicleta,Desconegut,BRAMMO,Beige,Desconegut,Desconegut,"4583273,67","430703,29"
2015S005539,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0087 0087,Divendres,Dv,Laboral,2015,7,Juliol,17,17,No és causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4583088,81","430002,08"
2015S007684,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0017 0017,Dimarts,Dm,Laboral,2015,10,Octubre,13,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4582566,28","430479,23"
2015S004610,2,Eixample,6,la Sagrada Família,268003,Provença,0443 0443,Dilluns,Dl,Laboral,2015,6,Juny,15,12,Desobeir el senyal del semàfor,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4584181,55","431064,40"
2015S005726,2,Eixample,6,la Sagrada Família,350308,València,0448B0448B,Divendres,Dv,Laboral,2015,7,Juliol,24,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583974,71","431279,58"
2015S008597,2,Eixample,5,el Fort Pienc,76807,Sardenya,0209B0209B,Dissabte,Ds,Laboral,2015,11,Novembre,14,13,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4583624,93","431417,77"
2015S002948,2,Eixample,5,el Fort Pienc,197302,Marina,0195 0195,Dilluns,Dl,Laboral,2015,4,Abril,20,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583734,83","431476,68"
2015S000256,2,Eixample,5,el Fort Pienc,197302,Marina,0210 0210,Dimarts,Dm,Laboral,2015,1,Gener,13,9,No és causa del  vianant,Bicicleta,Desconegut,BH,Blau,Desconegut,Desconegut,"4583790,61","431494,85"
2015S006513,2,Eixample,5,el Fort Pienc,238400,Padilla,0175 0175,Dissabte,Ds,Laboral,2015,8,Agost,29,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"4583824,41","431789,60"
2015S003962,2,Eixample,5,el Fort Pienc,197302,Marina,0179 0179,Divendres,Dv,Laboral,2015,5,Maig,22,21,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4583633,88","431575,08"
2015S005635,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0695 0695,Dimarts,Dm,Laboral,2015,7,Juliol,21,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583370,02","431382,86"
2015S001844,2,Eixample,5,el Fort Pienc,28305,Ausiàs Marc,0080 0080,Dimarts,Dm,Laboral,2015,3,Març,10,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583085,92","431560,72"
2015S001564,2,Eixample,5,el Fort Pienc,-1,Desconegut,Desconegut,Dissabte,Ds,Laboral,2015,2,Febrer,28,14,No és causa del  vianant,Bicicleta,,Desconegut,Vermell,Desconegut,Desconegut,-1,-1
2015S006684,3,Sants-Montjuïc,11,el Poble Sec,198702,Francesc Ferrer i Guàrdia,0031 0031,Dissabte,Ds,Laboral,2015,9,Setembre,5,6,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4580152,10","428614,45"
2015S009601,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370531,Número 6 Zona Franca,0062 0062,Dijous,Dj,Laboral,2015,12,Desembre,17,9,No és causa del  vianant,Bicicleta,Desconegut,GIANTCO,Vermell,Desconegut,Desconegut,"4575155,70","427186,17"
2015S003935,3,Sants-Montjuïc,15,Hostafrancs,45803,Bordeta,0094 0094,Dijous,Dj,Laboral,2015,5,Maig,21,21,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"4580679,72","428350,45"
2015S001549,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,0187 0187,Divendres,Dv,Laboral,2015,2,Febrer,27,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4580225,70","428170,77"
2015S007060,3,Sants-Montjuïc,15,Hostafrancs,222603,Moianès,0004 0004,Diumenge,Dg,Laboral,2015,9,Setembre,20,8,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blau,Desconegut,Desconegut,"4580453,80","428378,95"
2015S006372,4,Les Corts,19,les Corts,144601,Diagonal,0597 0597,Diumenge,Dg,Laboral,2015,8,Agost,23,12,No és causa del  vianant,Bicicleta,Desconegut,CONOR,Blanc,Desconegut,Desconegut,"4582469,52","427385,53"
2015S005905,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,0074I0074I,Divendres,Dv,Laboral,2015,7,Juliol,31,18,No és causa del  vianant,Bicicleta,,Desconegut,Verd,Desconegut,Desconegut,"4581350,52","426751,21"
2015S006514,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143507,Pau Casals,0000 0000,Dissabte,Ds,Laboral,2015,8,Agost,29,19,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Gris,Desconegut,Desconegut,"4582986,10","428424,03"
2015S001678,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,46103,Bori i Fontestà,0022 0022,Dimecres,Dc,Laboral,2015,3,Març,4,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582921,58","427957,39"
2015S007007,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer,0003 0003,Divendres,Dv,Laboral,2015,9,Setembre,18,4,No és causa del  vianant,Bicicleta,Desconegut,BH,Taronja,Desconegut,Desconegut,"4582840,88","428106,07"
2015S007220,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0520 0520,Dissabte,Ds,Laboral,2015,9,Setembre,26,3,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,granate,Desconegut,Desconegut,"4583161,77","429254,86"
2015S004657,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0073 0073,Dimecres,Dc,Laboral,2015,6,Juny,17,8,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Gris,Desconegut,Desconegut,"4583765,82","429114,37"
2015S001598,5,Sarrià-Sant Gervasi,23,Sarrià,288500,Roserar,0000 0000,Dilluns,Dl,Laboral,2015,3,Març,2,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582826,22","426609,62"
2015S004962,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0226 0226,Dissabte,Ds,Laboral,2015,6,Juny,27,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4584816,28","425322,79"
2015S006721,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,223606,Muntaner,0496 0496,Diumenge,Dg,Laboral,2015,9,Setembre,6,23,Altres,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584111,07","427988,30"
2015S005759,7,Horta-Guinardó,41,la Vall d'Hebron,700827,Cardenal Vidal i Barraquer,0001 0001,Diumenge,Dg,Laboral,2015,7,Juliol,26,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4586868,94","429143,80"
2015S006412,8,Nou Barris,55,Ciutat Meridiana,275600,Rasos de Peguera,0003 0003,Dimarts,Dm,Laboral,2015,8,Agost,25,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4590566,90","431576,64"
2015S009104,8,Nou Barris,46,el Turó de la Peira,295403,Sant Iscle,0061 0061,Dilluns,Dl,Laboral,2015,11,Novembre,30,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4587483,31","430772,95"
2015S005465,9,Sant Andreu,63,Navas,161407,Indústria,0346 0346,Dimecres,Dc,Laboral,2015,7,Juliol,15,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585615,46","431977,29"
2015S001459,9,Sant Andreu,63,Navas,226400,Las Navas de Tolosa,0290 0290,Dimecres,Dc,Laboral,2015,2,Febrer,25,13,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4585457,69","432082,93"
2015S003427,9,Sant Andreu,60,Sant Andreu,103706,Doctor Santponç,0104 0104,Dilluns,Dl,Laboral,2015,5,Maig,4,9,Altres,Bicicleta,BFOLD 3,BTWIN,Negre,Desconegut,Desconegut,"4587237,43","432801,03"
2015S006342,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu,0474 0474,Divendres,Dv,Laboral,2015,8,Agost,21,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4588388,65","432301,07"
2015S002319,9,Sant Andreu,57,la Trinitat Vella,77107,Turó de la Trinitat,0015 0015,Dijous,Dj,Laboral,2015,3,Març,26,14,No és causa del  vianant,Bicicleta,Desconegut,BH,Gris,Desconegut,Desconegut,"4589184,38","432436,62"
2015S006973,9,Sant Andreu,59,el Bon Pastor,123306,Ferran Junoy,0012 0012,Dimecres,Dc,Laboral,2015,9,Setembre,16,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4587909,40","432883,28"
2015S001440,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència,0287 0287,Dimarts,Dm,Laboral,2015,2,Febrer,24,23,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"4584580,85","431797,03"
2015S000784,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,0599 0599,Dissabte,Ds,Laboral,2015,1,Gener,31,21,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4584742,30","432020,48"
2015S004108,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,0137 0137B,Dimecres,Dc,Laboral,2015,5,Maig,27,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584782,83","432107,43"
2015S001172,10,Sant Martí,70,el Besòs i el Maresme,701449,Josep-Narcís Roca,0013X0013X,Dilluns,Dl,Laboral,2015,2,Febrer,16,7,No és causa del  vianant,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut,"4585158,54","434982,66"
2015S007584,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda,0151X0151X,Divendres,Dv,Laboral,2015,10,Octubre,9,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4584494,10","433383,68"
2015S003663,10,Sant Martí,71,Provençals del Poblenou,30409,Bac de Roda,0157 0159,Dimecres,Dc,Laboral,2015,5,Maig,13,20,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4584930,43","433126,16"
2015S005237,10,Sant Martí,68,el Poblenou,30409,Bac de Roda,0099 0099,Dimarts,Dm,Laboral,2015,7,Juliol,7,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584443,15","433610,05"
2015S004425,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0210 0218,Dilluns,Dl,Laboral,2015,6,Juny,8,17,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Gris,Desconegut,Desconegut,"4584220,81","432570,08"
2015S004879,10,Sant Martí,67,la Vila Olímpica del Poblenou,44200,Bogatell,0067 0067,Dimecres,Dc,Laboral,2015,6,Juny,24,11,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blanc,Desconegut,Desconegut,"4582866,60","432497,16"
2015S004704,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0063 0063,Dijous,Dj,Laboral,2015,6,Juny,18,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4582760,74","432423,89"
2015S001606,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0091 0095,Dilluns,Dl,Laboral,2015,3,Març,2,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582969,43","432217,03"
2015S003274,1,Ciutat Vella,1,el Raval,34308,Rambla,0013 0013,Dijous,Dj,Laboral,2015,4,Abril,30,9,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581225,60","431168,40"
2015S007708,1,Ciutat Vella,1,el Raval,267306,Príncep de Viana,0021 0021,Dimecres,Dc,Laboral,2015,10,Octubre,14,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581475,26","430162,63"
2015S002255,1,Ciutat Vella,1,el Raval,157909,Hospital,0047 0047,Dimarts,Dm,Laboral,2015,3,Març,24,20,No és causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Verd,Desconegut,Desconegut,"4581548,21","430793,39"
2015S000602,1,Ciutat Vella,1,el Raval,310303,Sant Rafael,0004 0004,Diumenge,Dg,Laboral,2015,1,Gener,25,4,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,B,Desconegut,"4581443,80","430729,86"
2015S008076,1,Ciutat Vella,1,el Raval,177702,Lleó,0001C0001C,Dimarts,Dm,Laboral,2015,10,Octubre,27,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581681,78","430291,13"
2015S006608,1,Ciutat Vella,2,el Barri Gòtic,96804,Dagueria,0003 0003,Dimecres,Dc,Laboral,2015,9,Setembre,2,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4581850,02","431357,05"
2015S009927,1,Ciutat Vella,2,el Barri Gòtic,169307,Josep Anselm Clavé,0004 0004,Dimarts,Dm,Laboral,2015,12,Desembre,29,11,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4581226,52","431383,78"
2015S007990,1,Ciutat Vella,2,el Barri Gòtic,106409,Duc,0001 0001,Divendres,Dv,Laboral,2015,10,Octubre,23,18,Altres,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581908,82","430990,23"
2015S005214,1,Ciutat Vella,2,el Barri Gòtic,307706,Sant Miquel,0006 0006,Dilluns,Dl,Laboral,2015,7,Juliol,6,19,Altres,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581638,02","431260,64"
2015S005996,1,Ciutat Vella,2,el Barri Gòtic,45508,Boqueria,0006 0006,Dimarts,Dm,Laboral,2015,8,Agost,4,22,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581624,06","431006,27"
2015S006891,1,Ciutat Vella,2,el Barri Gòtic,283109,Ripoll,0020 0020,Dilluns,Dl,Laboral,2015,9,Setembre,14,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4582081,10","431131,40"
2015S008975,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",346606,Tripó,0003 0003,Dijous,Dj,Laboral,2015,11,Novembre,26,12,No és causa del  vianant,Bicicleta,Desconegut,DAHON,Vermell,Desconegut,Desconegut,"4581907,12","431816,86"
2015S001376,1,Ciutat Vella,3,la Barceloneta,207009,Mediterrània,0020 0020,Diumenge,Dg,Laboral,2015,2,Febrer,22,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4581770,26","432246,12"
2015S002774,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",79306,Circumval·lació,0019 0019,Dimarts,Dm,Laboral,2015,4,Abril,14,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582066,55","432424,32"
2015S002774,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",79306,Circumval·lació,0019 0019,Dimarts,Dm,Laboral,2015,4,Abril,14,18,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,B,Desconegut,"4582066,55","432424,32"
2015S001263,1,Ciutat Vella,2,el Barri Gòtic,269301,Portaferrissa,0005 0005,Dijous,Dj,Laboral,2015,2,Febrer,19,9,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581841,56","430884,61"
2015S000489,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,0020 0020,Dimarts,Dm,Laboral,2015,1,Gener,20,19,No és causa del  vianant,Bicicleta,Desconegut,MONTY,Vermell,Desconegut,Desconegut,"4581713,86","431840,70"
2015S005414,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",93205,Cotoners,0002 0002,Dilluns,Dl,Laboral,2015,7,Juliol,13,17,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4581949,13","431470,73"
2015S009677,2,Eixample,10,Sant Antoni,308709,Sant Pau,0053 0053,Dissabte,Ds,Laboral,2015,12,Desembre,19,16,Altres,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581184,91","430242,81"
2015S001150,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0532 0532,Dissabte,Ds,Laboral,2015,2,Febrer,14,14,Altres,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4581748,42","429800,56"
2015S008756,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0024 0024,Dijous,Dj,Laboral,2015,11,Novembre,19,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4581494,27","429986,60"
2015S008182,2,Eixample,10,Sant Antoni,127704,Floridablanca,0041 0041,Divendres,Dv,Laboral,2015,10,Octubre,30,22,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581190,71","429580,42"
2015S007631,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0473 0473,Dijous,Dj,Laboral,2015,10,Octubre,8,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581491,15","429463,32"
2015S001712,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputació,0065 0065,Dijous,Dj,Laboral,2015,3,Març,5,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4581579,53","429363,15"
2015S000999,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0138 0138,Dilluns,Dl,Laboral,2015,2,Febrer,9,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582624,16","429436,25"
2015S000909,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,0100 0100,Dijous,Dj,Laboral,2015,2,Febrer,5,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582058,42","429614,05"
2015S008712,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,0097 0097,Dimecres,Dc,Laboral,2015,11,Novembre,18,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582890,93","429519,19"
2015S004916,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,0121 0121,Divendres,Dv,Laboral,2015,6,Juny,26,2,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,granate,Desconegut,Desconegut,"4582985,43","429427,37"
2015S005089,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,Enric Granados,0063 0063,Dijous,Dj,Laboral,2015,7,Juliol,2,16,No és causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Violeta,B,21,"4582711,04","429694,72"
2015S004655,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0373 0385,Dimecres,Dc,Laboral,2015,6,Juny,17,5,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Platejat,Desconegut,Desconegut,"4581051,65","429011,71"
2015S002965,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0113 0113,Dilluns,Dl,Laboral,2015,4,Abril,20,18,No és causa del  vianant,Bicicleta,Desconegut,BICING,Verd,Desconegut,Desconegut,"4583358,14","430556,40"
2015S009113,2,Eixample,8,l'Antiga Esquerra de l'Eixample,51205,Buenos Aires,0016 0018,Dimarts,Dm,Laboral,2015,12,Desembre,1,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,granate,Desconegut,Desconegut,"4582744,99","428665,25"
2015S004109,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0386 0386,Dimecres,Dc,Laboral,2015,5,Maig,27,19,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4583200,54","430858,10"
2015S005519,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0355 0355,Divendres,Dv,Laboral,2015,7,Juliol,17,15,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582792,39","430409,35"
2015S006993,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0436 0436,Dijous,Dj,Laboral,2015,9,Setembre,17,12,No és causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Rosa,Desconegut,Desconegut,"4583475,50","431139,22"
2015S004656,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0008 0008,Dimecres,Dc,Laboral,2015,6,Juny,17,8,No és causa del  vianant,Bicicleta,Desconegut,BH,Blau,Desconegut,Desconegut,"4583053,71","431151,66"
2015S004420,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0074 0074,Dilluns,Dl,Laboral,2015,6,Juny,8,13,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4583383,98","430956,31"
2015S007938,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0613 0613,Dijous,Dj,Laboral,2015,10,Octubre,22,16,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4582603,64","430600,03"
2015S001244,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0670I0670I,Dimecres,Dc,Laboral,2015,2,Febrer,18,14,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blau,Desconegut,Desconegut,"4582762,03","430873,27"
2015S005107,2,Eixample,7,la Dreta de l'Eixample,71600,Casp,0025 0025,Divendres,Dv,Laboral,2015,7,Juliol,3,12,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582587,86","430817,40"
2015S009136,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0417 0419,Dimarts,Dm,Laboral,2015,12,Desembre,1,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583265,93","430893,33"
2015S001814,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0654 0654,Dilluns,Dl,Laboral,2015,3,Març,9,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582676,86","430748,64"
2015S003506,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0278 0278,Divendres,Dv,Laboral,2015,5,Maig,8,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582861,84","430328,62"
2015S005406,2,Eixample,6,la Sagrada Família,18505,Aragó,0502 0502,Dilluns,Dl,Laboral,2015,7,Juliol,13,15,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584235,09","431746,56"
2015S005272,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0323 0323,Dimecres,Dc,Laboral,2015,7,Juliol,8,14,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut,"4583281,44","430711,20"
2015S008884,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0290 0290,Dimarts,Dm,Laboral,2015,11,Novembre,24,17,No és causa del  vianant,Bicicleta,Desconegut,ORBEA,Gris,Desconegut,Desconegut,"4583067,44","429957,27"
2015S004537,2,Eixample,6,la Sagrada Família,268003,Provença,0480 0480,Divendres,Dv,Laboral,2015,6,Juny,12,11,Creuar per fora pas de vianants,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4584333,81","431251,63"
